都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,42010,809605,621,11,39961,1413
青森,2554,53220,28,0,2495,31
岩手,1820,89791,103,1,1670,47
宮城,9403,164378,185,2,9099,91
秋田,950,16395,39,1,891,20
山形,2072,68402,47,2,1978,47
福島,5124,293684,169,4,4794,161
茨城,10930,34131,286,5,10478,166
栃木,7298,314332,174,10,7042,82
群馬,8106,202122,60,3,7892,154
埼玉,48460,1012133,1725,25,45895,840
千葉,42546,726400,1476,16,40352,718
東京,184119,2642351,6864,54,174993,2262
神奈川,71265,1091507,2502,37,67797,966
新潟,3515,180217,91,0,3370,54
富山,2068,77309,26,2,2004,38
石川,4094,127358,141,1,3834,115
福井,1403,73603,81,1,1287,35
山梨,2173,62325,55,0,2097,21
長野,5070,215034,34,0,5018,94
岐阜,9530,281051,76,4,9267,187
静岡,9698,426424,356,5,9189,153
愛知,51735,869436,676,13,50072,987
三重,5392,148938,120,3,5298,113
滋賀,5651,159859,86,2,5475,90
京都,16896,294127,181,4,16422,247
大阪,105528,2278233,1824,116,100191,2698
兵庫,41386,527645,365,15,39711,1310
奈良,8519,177014,153,3,8234,132
和歌山,2716,42652,19,0,2590,49
鳥取,511,86932,17,0,470,2
島根,563,32023,9,0,552,2
岡山,7638,168599,22,1,7455,127
広島,11597,568107,70,5,11345,177
山口,3180,124469,31,1,3069,80
徳島,1673,67255,15,0,1595,63
香川,2123,89329,26,1,2071,31
愛媛,2764,98824,11,2,2678,75
高知,1914,58692,64,2,1822,28
福岡,36119,865638,470,9,35028,526
佐賀,2575,59484,11,0,2575,24
長崎,3236,129778,29,0,3138,69
熊本,6505,82642,27,1,6359,119
大分,3507,176047,18,0,3425,64
宮崎,3117,44833,17,0,3062,27
鹿児島,3747,114165,45,0,3697,39
沖縄,21525,262038,602,34,20718,211
(その他),149,-,0,-,149,-
合計,824474,16488531,20047,396,788604,14985
