都道府県名,陽性者数 検査人数,,%
北海道,42010,809605,5.2%
青森,2554,53220,4.8%
岩手,1820,89791,2.0%
宮城,9403,164378,5.7%
秋田,950,16395,5.8%
山形,2072,68402,3.0%
福島,5124,293684,1.7%
茨城,10930,34131,32.0%
栃木,7298,314332,2.3%
群馬,8106,202122,4.0%
埼玉,48460,1012133,4.8%
千葉,42546,726400,5.9%
東京,184119,2642351,7.0%
神奈川,71265,1091507,6.5%
新潟,3515,180217,2.0%
富山,2068,77309,2.7%
石川,4094,127358,3.2%
福井,1403,73603,1.9%
山梨,2173,62325,3.5%
長野,5070,215034,2.4%
岐阜,9530,281051,3.4%
静岡,9698,426424,2.3%
愛知,51735,869436,6.0%
三重,5392,148938,3.6%
滋賀,5651,159859,3.5%
京都,16896,294127,5.7%
大阪,105528,2278233,4.6%
兵庫,41386,527645,7.8%
奈良,8519,177014,4.8%
和歌山,2716,42652,6.4%
鳥取,511,86932,0.6%
島根,563,32023,1.8%
岡山,7638,168599,4.5%
広島,11597,568107,2.0%
山口,3180,124469,2.6%
徳島,1673,67255,2.5%
香川,2123,89329,2.4%
愛媛,2764,98824,2.8%
高知,1914,58692,3.3%
福岡,36119,865638,4.2%
佐賀,2575,59484,4.3%
長崎,3236,129778,2.5%
熊本,6505,82642,7.9%
大分,3507,176047,2.0%
宮崎,3117,44833,7.0%
鹿児島,3747,114165,3.3%
沖縄,21525,262038,8.2%
長崎船,149,0,-
合計,824474,16488531,5.0%
