都道府県名,陽性者数 検査人数,,%
北海道,13142,233173,5.6%
青森,453,9366,4.8%
岩手,380,14027,2.7%
宮城,2104,24274,8.7%
秋田,132,4565,2.9%
山形,378,10101,3.7%
福島,907,56176,1.6%
茨城,2381,18572,12.8%
栃木,1349,71133,1.9%
群馬,2222,52062,4.3%
埼玉,13724,312054,4.4%
千葉,10609,224133,4.7%
東京,57896,975031,5.9%
神奈川,20244,342311,5.9%
新潟,520,27854,1.9%
富山,548,21742,2.5%
石川,1050,29508,3.6%
福井,350,19268,1.8%
山梨,525,14459,3.6%
長野,1140,47294,2.4%
岐阜,2142,64835,3.3%
静岡,2606,88334,3.0%
愛知,15786,199918,7.9%
三重,1248,29023,4.3%
滋賀,1127,36772,3.1%
京都,4455,90765,4.9%
大阪,29379,457909,6.4%
兵庫,9432,135518,7.0%
奈良,1936,47698,4.1%
和歌山,600,16374,3.7%
鳥取,101,23698,0.4%
島根,208,9344,2.2%
岡山,1308,31723,4.1%
広島,3059,73605,4.2%
山口,561,26760,2.1%
徳島,195,15180,1.3%
香川,296,23771,1.2%
愛媛,445,12351,3.6%
高知,642,5808,11.1%
福岡,8585,260551,3.3%
佐賀,457,14755,3.1%
長崎,611,38585,1.6%
熊本,1739,34504,5.0%
大分,654,41963,1.6%
宮崎,715,12454,5.7%
鹿児島,966,38299,2.5%
沖縄,5260,88575,5.9%
長崎船,149,0,-
合計,224716,4426175,5.1%
