都道府県名,陽性者数 検査人数,,%
北海道,1605,35641,4.5%
青森,33,1689,2.0%
岩手,8,2176,0.4%
宮城,184,7062,2.6%
秋田,40,1450,2.8%
山形,76,2997,2.5%
福島,105,11802,0.9%
茨城,450,9203,4.9%
栃木,269,18168,1.5%
群馬,279,10264,2.7%
埼玉,3165,87683,3.6%
千葉,2415,43917,5.5%
東京,17454,253605,6.9%
神奈川,3774,87845,4.3%
新潟,129,7873,1.6%
富山,307,6591,4.7%
石川,438,3995,11.0%
福井,154,5862,2.6%
山梨,136,8444,1.6%
⾧野,148,10614,1.4%
岐阜,511,15207,3.4%
静岡,398,18540,2.1%
愛知,3454,37041,9.3%
三重,268,7203,3.7%
滋賀,331,6863,4.8%
京都,1061,23577,4.5%
大阪,6698,103356,6.5%
兵庫,1810,35200,5.1%
奈良,369,11572,3.2%
和歌山,194,7291,2.7%
鳥取,21,4286,0.5%
島根,132,4161,3.2%
岡山,125,3786,3.3%
広島,433,15725,2.8%
山口,82,4978,1.6%
徳島,86,3554,2.4%
香川,62,6293,1.0%
愛媛,110,3416,3.2%
高知,97,2465,3.9%
福岡,3484,34012,10.2%
佐賀,190,3893,4.9%
⾧崎,184,10571,1.7%
熊本,392,8826,4.4%
大分,97,8863,1.1%
宮崎,256,6761,3.8%
鹿児島,281,13001,2.2%
沖縄,1558,16561,9.4%
⾧崎船,149,0,-
合計,54002,1033883,5.2%
