都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,10367,175957,2248,27,7848,271
青森,354,7598,61,2,287,6
岩手,225,10329,57,4,162,6
宮城,1336,20570,152,3,1173,11
秋田,90,3744,1,0,88,1
山形,196,8585,61,1,134,1
福島,555,42934,64,5,483,8
茨城,1892,17667,352,16,1516,24
栃木,800,59719,194,10,606,2
群馬,1482,40276,247,7,1162,24
埼玉,9728,254923,1562,27,7999,167
千葉,7692,186561,766,15,6831,95
東京,44927,824387,4429,59,39970,528
神奈川,14100,275654,1399,54,12482,219
新潟,369,23681,78,0,291,0
富山,462,18434,6,2,430,26
石川,884,24070,32,0,803,50
福井,329,16252,20,2,298,11
山梨,431,14021,89,0,333,9
長野,863,34907,117,4,712,6
岐阜,1336,46517,271,1,1049,16
静岡,2030,66196,644,12,1367,19
愛知,11636,143982,1951,28,9547,138
三重,967,22079,178,6,779,10
滋賀,842,29940,63,2,768,11
京都,2947,71928,325,8,2590,39
大阪,23420,362323,4193,147,18825,380
兵庫,6692,106995,809,41,5781,102
奈良,1386,37171,249,6,1124,13
和歌山,528,14421,71,8,439,7
鳥取,66,19097,9,0,56,0
島根,158,7158,11,0,147,0
岡山,689,20802,140,5,468,11
広島,1128,39067,225,7,820,7
山口,422,22347,51,3,365,2
徳島,187,13592,6,1,172,9
香川,191,18712,54,0,134,3
愛媛,353,8633,77,2,268,7
高知,281,4309,95,1,161,4
福岡,6264,216468,442,9,5712,110
佐賀,354,10900,48,0,310,2
長崎,277,28830,9,0,265,3
熊本,1133,26916,76,7,1004,13
大分,439,31686,152,2,284,3
宮崎,574,10751,95,1,479,2
鹿児島,741,29079,120,1,621,13
沖縄,4656,77481,384,7,4202,75
(その他),149,-,0,-,149,-
合計,166928,3547649,22683,543,141494,2464
