都道府県名,陽性者数 検査人数,,%
北海道,10367,175957,5.9%
青森,354,7598,4.7%
岩手,225,10329,2.2%
宮城,1336,20570,6.5%
秋田,90,3744,2.4%
山形,196,8585,2.3%
福島,555,42934,1.3%
茨城,1892,17667,10.7%
栃木,800,59719,1.3%
群馬,1482,40276,3.7%
埼玉,9728,254923,3.8%
千葉,7692,186561,4.1%
東京,44927,824387,5.4%
神奈川,14100,275654,5.1%
新潟,369,23681,1.6%
富山,462,18434,2.5%
石川,884,24070,3.7%
福井,329,16252,2.0%
山梨,431,14021,3.1%
長野,863,34907,2.5%
岐阜,1336,46517,2.9%
静岡,2030,66196,3.1%
愛知,11636,143982,8.1%
三重,967,22079,4.4%
滋賀,842,29940,2.8%
京都,2947,71928,4.1%
大阪,23420,362323,6.5%
兵庫,6692,106995,6.3%
奈良,1386,37171,3.7%
和歌山,528,14421,3.7%
鳥取,66,19097,0.3%
島根,158,7158,2.2%
岡山,689,20802,3.3%
広島,1128,39067,2.9%
山口,422,22347,1.9%
徳島,187,13592,1.4%
香川,191,18712,1.0%
愛媛,353,8633,4.1%
高知,281,4309,6.5%
福岡,6264,216468,2.9%
佐賀,354,10900,3.2%
長崎,277,28830,1.0%
熊本,1133,26916,4.2%
大分,439,31686,1.4%
宮崎,574,10751,5.3%
鹿児島,741,29079,2.5%
沖縄,4656,77481,6.0%
長崎船,149,0,-
合計,166928,3547649,4.7%
