都道府県名,陽性者数 検査人数,,%
北海道,1078,13329,8.1%
青森,27,845,3.2%
岩手,0,660,0.0%
宮城,88,2900,3.0%
秋田,16,933,1.7%
山形,69,2650,2.6%
福島,81,4280,1.9%
茨城,168,4628,3.6%
栃木,65,3784,1.7%
群馬,149,3609,4.1%
埼玉,1004,20623,4.9%
千葉,906,14428,6.3%
東京,5217,15005,34.8%
神奈川,1359,9446,14.4%
新潟,83,4157,2.0%
富山,227,3144,7.2%
石川,298,2688,11.1%
福井,122,2596,4.7%
山梨,64,3877,1.7%
長野,76,2674,2.8%
岐阜,150,3557,4.2%
静岡,76,3505,2.2%
愛知,507,9970,5.1%
三重,45,2486,1.8%
滋賀,100,1822,5.5%
京都,358,7933,4.5%
大阪,1782,30162,5.9%
兵庫,699,11005,6.4%
奈良,92,2545,3.6%
和歌山,63,3669,1.7%
鳥取,3,1328,0.2%
島根,24,1107,2.2%
岡山,25,1689,1.5%
広島,167,6907,2.4%
山口,37,1679,2.2%
徳島,5,734,0.7%
香川,28,2169,1.3%
愛媛,82,2074,4.0%
高知,74,1778,4.2%
福岡,703,12276,5.7%
佐賀,47,1407,3.3%
長崎,17,2736,0.6%
熊本,48,3903,1.2%
大分,60,3963,1.5%
宮崎,17,1368,1.2%
鹿児島,10,1859,0.5%
沖縄,142,2847,5.0%
長崎船,149,-,-
合計,16607,242734,6.8%
