都道府県名,陽性者数 検査人数,,%
北海道,37680,677855,5.6%
青森,2341,43850,5.3%
岩手,1436,73216,2.0%
宮城,8850,143741,6.2%
秋田,755,13668,5.5%
山形,1956,58114,3.4%
福島,4570,239340,1.9%
茨城,9718,32520,29.9%
栃木,6329,262305,2.4%
群馬,7813,165713,4.7%
埼玉,43710,874777,5.0%
千葉,37057,608636,6.1%
東京,160695,2271694,7.1%
神奈川,61377,918476,6.7%
新潟,3198,142413,2.2%
富山,1863,62962,3.0%
石川,3727,92351,4.0%
福井,1037,58838,1.8%
山梨,1522,41166,3.7%
長野,4778,176258,2.7%
岐阜,8745,236914,3.7%
静岡,8345,348307,2.4%
愛知,46786,692293,6.8%
三重,4892,123611,4.0%
滋賀,5076,128358,4.0%
京都,15731,254273,6.2%
大阪,99621,1820843,5.5%
兵庫,39577,456312,8.7%
奈良,7876,150366,5.2%
和歌山,2617,40172,6.5%
鳥取,463,72783,0.6%
島根,540,26359,2.0%
岡山,7319,133532,5.5%
広島,10445,400161,2.6%
山口,2910,103923,2.8%
徳島,1631,58231,2.8%
香川,1997,77168,2.6%
愛媛,2712,87274,3.1%
高知,1448,9618,15.1%
福岡,34038,745229,4.6%
佐賀,2500,49731,5.0%
長崎,2889,111440,2.6%
熊本,6212,78168,7.9%
大分,3356,145113,2.3%
宮崎,3019,40988,7.4%
鹿児島,3316,101034,3.3%
沖縄,16902,218375,7.7%
長崎船,149,0,-
合計,741524,13668469,5.4%
