都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,37680,677855,8016,54,28596,1093
青森,2341,43850,282,1,2029,30
岩手,1436,73216,143,2,1249,44
宮城,8850,143741,229,7,8530,83
秋田,755,13668,58,1,685,12
山形,1956,58114,182,5,1733,41
福島,4570,239340,259,15,4168,143
茨城,9718,32520,490,8,9081,147
栃木,6329,262305,341,11,5910,78
群馬,7813,165713,402,18,7273,138
埼玉,43710,874777,1679,45,41247,784
千葉,37057,608636,1034,19,35346,677
東京,160695,2271694,5211,77,153430,2054
神奈川,61377,918476,2104,72,58391,882
新潟,3198,142413,343,7,2819,36
富山,1863,62962,278,9,1550,35
石川,3727,92351,460,12,3162,104
福井,1037,58838,36,0,967,34
山梨,1522,41166,114,1,1390,19
長野,4778,176258,301,9,4462,83
岐阜,8745,236914,740,20,7842,163
静岡,8345,348307,746,6,7463,136
愛知,46786,692293,5369,103,40640,777
三重,4892,123611,362,11,4551,105
滋賀,5076,128358,456,13,4541,79
京都,15731,254273,964,35,14636,210
大阪,99621,1820843,8912,370,87478,2299
兵庫,39577,456312,2025,95,36385,1171
奈良,7876,150366,329,16,7432,115
和歌山,2617,40172,95,24,2423,44
鳥取,463,72783,33,0,421,2
島根,540,26359,83,4,457,0
岡山,7319,133532,992,31,6022,103
広島,10445,400161,1200,30,8244,126
山口,2910,103923,433,6,2417,60
徳島,1631,58231,59,3,1511,61
香川,1997,77168,174,4,1844,24
愛媛,2712,87274,85,4,2555,72
高知,1448,9618,218,5,1210,20
福岡,34038,745229,4081,72,29357,449
佐賀,2500,49731,159,5,2342,19
長崎,2889,111440,152,4,2673,64
熊本,6212,78168,628,23,5487,97
大分,3356,145113,350,5,2959,47
宮崎,3019,40988,157,2,2800,25
鹿児島,3316,101034,291,3,2994,30
沖縄,16902,218375,2621,82,14139,148
(その他),149,-,0,-,149,-
合計,741524,13668469,53676,1349,672990,12963
