都道府県名,陽性者数 検査人数,,%
北海道,1184,18301,6.5%
青森,27,933,2.9%
岩手,0,830,0.0%
宮城,88,3372,2.6%
秋田,16,975,1.6%
山形,69,2491,2.8%
福島,82,5874,1.4%
茨城,168,5107,3.3%
栃木,66,5889,1.1%
群馬,151,4514,3.3%
埼玉,1025,29050,3.5%
千葉,922,16898,5.5%
東京,5674,63083,9.0%
神奈川,1426,11724,12.2%
新潟,83,4686,1.8%
富山,227,3766,6.0%
石川,299,2857,10.5%
福井,122,3132,3.9%
山梨,72,5122,1.4%
長野,76,3063,2.5%
岐阜,155,4518,3.4%
静岡,79,3724,2.1%
愛知,521,11523,4.5%
三重,45,2687,1.7%
滋賀,101,2148,4.7%
京都,363,9329,3.9%
大阪,1794,36520,4.9%
兵庫,699,13665,5.1%
奈良,92,3491,2.6%
和歌山,63,3874,1.6%
鳥取,3,1437,0.2%
島根,24,1208,2.0%
岡山,25,1853,1.3%
広島,168,7548,2.2%
山口,37,2021,1.8%
徳島,5,834,0.6%
香川,28,2460,1.1%
愛媛,82,2553,3.2%
高知,74,1913,3.9%
福岡,830,15245,5.4%
佐賀,47,1579,3.0%
長崎,17,3074,0.6%
熊本,48,4153,1.2%
大分,60,4531,1.3%
宮崎,17,1504,1.1%
鹿児島,11,2384,0.5%
沖縄,142,2983,4.8%
長崎船,149,-,-
合計,17456,340426,5.1%
