都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,41935,806134,620,11,39901,1413
青森,2548,52952,27,0,2490,31
岩手,1812,89480,109,1,1656,47
宮城,9362,163484,173,3,9079,91
秋田,944,16377,39,1,885,20
山形,2070,68214,45,1,1978,47
福島,5108,292436,171,4,4776,161
茨城,10893,34027,268,5,10459,166
栃木,7280,313280,170,10,7028,82
群馬,8100,201211,55,3,7891,154
埼玉,48217,1008436,1588,26,45790,839
千葉,42338,725365,1412,16,40208,718
東京,182970,2631654,6366,58,174346,2258
神奈川,70904,1085652,2494,38,67446,964
新潟,3497,179294,76,0,3367,54
富山,2066,76995,26,1,2002,38
石川,4061,126868,116,1,3826,115
福井,1399,73448,93,1,1271,35
山梨,2171,62325,56,0,2094,21
長野,5065,214429,33,0,5015,94
岐阜,9512,279896,65,4,9260,187
静岡,9660,424082,318,5,9189,153
愛知,51665,864872,657,16,50024,984
三重,5359,148938,92,3,5293,113
滋賀,5640,158985,78,2,5472,90
京都,16850,292903,189,4,16396,247
大阪,105179,2268681,1633,115,100044,2696
兵庫,41306,525436,326,15,39670,1310
奈良,8497,176518,138,4,8227,132
和歌山,2715,42600,19,0,2589,49
鳥取,496,86537,21,0,465,2
島根,562,32023,8,0,552,2
岡山,7628,168599,22,1,7455,127
広島,11592,565969,69,5,11336,176
山口,3177,124469,32,1,3065,80
徳島,1668,67021,11,0,1593,63
香川,2120,88883,25,1,2069,31
愛媛,2761,98783,8,2,2678,75
高知,1904,58679,63,3,1814,27
福岡,36024,862359,432,9,35017,526
佐賀,2572,59257,12,0,2573,24
長崎,3232,129130,31,0,3132,69
熊本,6501,82540,24,1,6358,119
大分,3506,175343,19,0,3423,64
宮崎,3114,44801,16,0,3060,27
鹿児島,3742,114003,48,1,3692,39
沖縄,21442,260989,580,40,20662,206
(その他),149,-,0,-,149,-
合計,821313,16424357,18873,412,786765,14966
