都道府県名,陽性者数 検査人数,,%
北海道,17933,332943,5.4%
青森,738,15398,4.8%
岩手,511,20830,2.5%
宮城,3452,48905,7.1%
秋田,269,6756,4.0%
山形,519,15731,3.3%
福島,1768,90177,2.0%
茨城,5034,23780,21.2%
栃木,3854,111852,3.4%
群馬,4065,78856,5.2%
埼玉,26318,476181,5.5%
千葉,23389,340657,6.9%
東京,102777,1366439,7.5%
神奈川,41916,520223,8.1%
新潟,943,37723,2.5%
富山,878,32299,2.7%
石川,1519,42628,3.6%
福井,519,27853,1.9%
山梨,908,14741,6.2%
長野,2328,86509,2.7%
岐阜,4384,109874,4.0%
静岡,4708,154697,3.0%
愛知,24417,333828,7.3%
三重,2298,52085,4.4%
滋賀,2215,61174,3.6%
京都,8651,137085,6.3%
大阪,44771,676190,6.6%
兵庫,16893,211439,8.0%
奈良,3166,72095,4.4%
和歌山,1098,22395,4.9%
鳥取,206,35979,0.6%
島根,274,13515,2.0%
岡山,2380,55878,4.3%
広島,4863,120841,4.0%
山口,1283,49814,2.6%
徳島,392,22726,1.7%
香川,684,39329,1.7%
愛媛,1004,27572,3.6%
高知,855,6953,12.3%
福岡,16434,384982,4.3%
佐賀,976,24890,3.9%
長崎,1543,59516,2.6%
熊本,3372,54690,6.2%
大分,1215,67302,1.8%
宮崎,1879,24027,7.8%
鹿児島,1640,58166,2.8%
沖縄,7790,131009,5.9%
長崎船,149,0,-
合計,399178,6698532,6.0%
