都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,17933,332943,1247,11,16101,617
青森,738,15398,56,1,669,13
岩手,511,20830,25,1,457,29
宮城,3452,48905,183,7,3247,22
秋田,269,6756,37,0,228,4
山形,519,15731,63,1,443,13
福島,1768,90177,178,11,1538,52
茨城,5034,23780,560,16,4402,72
栃木,3854,111852,322,14,3483,49
群馬,4065,78856,392,12,3598,75
埼玉,26318,476181,3628,65,22291,399
千葉,23389,340657,4352,45,18751,286
東京,102777,1366439,8387,117,93394,996
神奈川,41916,520223,2299,83,39090,527
新潟,943,37723,97,2,834,12
富山,878,32299,32,2,819,27
石川,1519,42628,103,2,1371,58
福井,519,27853,47,2,451,21
山梨,908,14741,25,3,868,15
長野,2328,86509,116,1,2202,39
岐阜,4384,109874,383,11,3925,76
静岡,4708,154697,368,2,4256,84
愛知,24417,333828,2013,55,21975,429
三重,2298,52085,308,12,1957,33
滋賀,2215,61174,237,6,1945,33
京都,8651,137085,989,7,7610,127
大阪,44771,676190,3577,155,40217,977
兵庫,16893,211439,1481,63,14979,433
奈良,3166,72095,269,5,2855,42
和歌山,1098,22395,80,7,982,15
鳥取,206,35979,20,1,181,2
島根,274,13515,22,0,252,0
岡山,2380,55878,143,5,2199,24
広島,4863,120841,230,8,4526,94
山口,1283,49814,218,0,1040,25
徳島,392,22726,35,3,342,15
香川,684,39329,161,1,507,16
愛媛,1004,27572,82,2,901,21
高知,855,6953,20,1,818,17
福岡,16434,384982,1924,42,14310,200
佐賀,976,24890,76,1,912,6
長崎,1543,59516,217,3,1302,33
熊本,3372,54690,162,17,3087,64
大分,1215,67302,145,1,1052,18
宮崎,1879,24027,151,4,1721,20
鹿児島,1640,58166,155,2,1485,19
沖縄,7790,131009,673,5,7030,92
(その他),149,-,0,-,149,-
合計,399178,6698532,36288,815,356752,6241
