都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,1727,40741,136,2,1488,103
青 森,33,1949,0,0,32,1
岩手,12,2729,6,0,7,0
宮城,192,7541,6,0,184,2
秋  田,48,1709,5,0,41,0
山形,77,3084,1,1,76,1
福島,139,13536,41,0,98,0
茨城,524,10251,74,2,438,12
栃木,294,20806,20,4,270,1
群馬,408,12998,113,0,260,19
埼玉,3681,100824,569,11,3026,86
千葉,2877,51765,431,7,2385,61
東京,19846,301182,2797,31,16693,356
神奈川,4601,107183,570,22,3916,115
新潟,139,12094,11,0,128,0
富山,357,7295,67,2,272,23
石川,592,7217,155,2,406,31
福井,177,6771,24,0,145,8
山梨,169,9301,34,0,134,1
⾧野,194,12806,48,1,150,-
岐阜,549,17312,42,5,498,9
静岡,453,22806,57,2,395,1
愛知,4273,48872,886,21,3329,58
三重,353,9271,86,2,262,2
滋賀,423,8342,99,3,320,4
京都,1343,28882,219,2,1102,22
大阪,8139,125959,1554,68,6443,136
兵庫,2159,41591,232,15,1878,49
奈良,502,12972,108,2,389,5
和歌山,228,8409,18,0,203,4
鳥取,22,4502,3,0,19,0
島根,137,4681,60,0,77,0
岡山,142,5880,16,-,110,-
広島,452,17150,22,0,427,3
山口,135,5962,58,1,77,0
徳島,119,5107,61,0,44,2
香川,74,7369,10,0,63,1
愛媛,114,3726,8,0,100,6
高知,118,2804,19,1,96,3
福岡,4222,38625,866,16,3303,53
佐賀,227,4663,36,0,192,0
⾧崎,205,13119,22,1,36,3
熊本,482,10563,81,0,391,7
大分,143,11368,40,0,102,1
宮崎,325,7800,74,0,251,1
鹿児島,349,14714,55,2,274,10
沖縄,1977,23690,466,12,1490,25
(その他),149,-,0,-,149,-
合計,63901,1237921,10306,238,52169,1225
