都道府県名,陽性者数 検査人数,,%
北海道,1727,40741,4.2%
青森,33,1949,1.7%
岩手,12,2729,0.4%
宮城,192,7541,2.5%
秋田,48,1709,2.8%
山形,77,3084,2.5%
福島,139,13536,1.0%
茨城,524,10251,5.1%
栃木,294,20806,1.4%
群馬,408,12998,3.1%
埼玉,3681,100824,3.7%
千葉,2877,51765,5.6%
東京,19846,301182,6.6%
神奈川,4601,107183,4.3%
新潟,139,12094,1.1%
富山,357,7295,4.9%
石川,592,7217,8.2%
福井,177,6771,2.6%
山梨,169,9301,1.8%
長野,194,12806,1.5%
岐阜,549,17312,3.2%
静岡,453,22806,2.0%
愛知,4273,48872,8.7%
三重,353,9271,3.8%
滋賀,423,8342,5.1%
京都,1343,28882,4.6%
大阪,8139,125959,6.5%
兵庫,2159,41591,5.2%
奈良,502,12972,3.9%
和歌山,228,8409,2.7%
鳥取,22,4502,0.5%
島根,137,4681,2.9%
岡山,142,5880,2.4%
広島,452,17150,2.6%
山口,135,5962,2.3%
徳島,119,5107,2.3%
香川,74,7369,1.0%
愛媛,114,3726,3.1%
高知,118,2804,4.2%
福岡,4222,38625,10.9%
佐賀,227,4663,4.9%
長崎,205,13119,1.6%
熊本,482,10563,4.6%
大分,143,11368,1.3%
宮崎,325,7800,4.2%
鹿児島,349,14714,2.4%
沖縄,1977,23690,8.3%
長崎船,149,0,-
合計,63901,1237921,5.2%
