都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,38530,691336,7307,51,30401,1138
青森,2383,45261,196,1,2157,30
岩手,1465,74009,123,2,1297,45
宮城,8894,145345,179,7,8618,83
秋田,758,13808,40,1,704,14
山形,1971,59996,121,4,1808,42
福島,4602,242841,205,11,4253,144
茨城,9797,32725,402,10,9244,151
栃木,6402,264314,300,11,6024,78
群馬,7861,171307,313,18,7409,139
埼玉,44023,887226,1524,48,41708,791
千葉,37318,615360,915,20,35722,681
東京,161913,2300292,4686,73,155152,2075
神奈川,61893,937046,1917,66,59090,886
新潟,3247,146322,258,7,2950,39
富山,1893,64987,224,8,1633,36
石川,3790,95072,376,9,3305,106
福井,1047,59583,32,0,981,34
山梨,1558,43111,97,1,1442,19
長野,4823,181302,226,5,4580,84
岐阜,8935,241591,686,18,8083,166
静岡,8465,356876,587,7,7740,138
愛知,47538,718177,4735,95,42000,803
三重,4959,123611,324,11,4657,107
滋賀,5169,130131,441,12,4647,81
京都,15917,256825,749,24,14892,214
大阪,100133,1846273,7873,306,88982,2363
兵庫,39816,462667,1388,90,37236,1202
奈良,7933,153537,258,11,7560,115
和歌山,2629,40452,70,19,2459,45
鳥取,466,73693,30,0,427,2
島根,543,26359,64,3,479,0
岡山,7397,138031,992,31,6022,106
広島,10744,400384,853,26,9299,134
山口,2956,108624,356,6,2536,64
徳島,1632,59068,37,2,1534,61
香川,2019,78055,117,6,1881,26
愛媛,2722,87428,62,4,2588,72
高知,1520,9996,241,7,1259,20
福岡,34300,755292,3509,75,30215,465
佐賀,2513,50781,124,3,2396,19
長崎,2916,112762,123,2,2726,67
熊本,6281,78715,512,24,5671,98
大分,3408,148185,280,3,3078,50
宮崎,3037,43294,91,3,2910,26
鹿児島,3384,102319,254,2,3098,30
沖縄,17564,221787,2700,84,14718,152
(その他),149,-,0,-,149,-
合計,749213,13896156,46897,1227,687720,13241
