都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,21108,453600,760,20,19603,754
青森,1058,25578,151,0,887,20
岩手,673,45756,87,0,556,30
宮城,6210,92693,1493,9,4685,32
秋田,288,7580,10,0,272,6
山形,995,35828,317,1,661,17
福島,2555,152667,278,11,2162,115
茨城,6800,26579,322,1,6351,127
栃木,4691,171947,225,2,4396,70
群馬,5065,114876,211,4,4755,99
埼玉,33123,654678,1495,36,30925,703
千葉,29840,483607,1121,21,28146,573
東京,121901,1777220,3601,43,116524,1776
神奈川,48337,702970,925,24,46626,786
新潟,1516,84050,206,2,1292,18
富山,942,42146,24,0,889,29
石川,1930,61020,40,0,1824,64
福井,597,35859,44,0,528,25
山梨,981,32134,23,0,939,19
長野,2855,117807,246,1,2586,41
岐阜,4979,161013,131,4,4722,126
静岡,5755,250200,258,1,5379,118
愛知,27446,469439,732,11,26130,584
三重,2803,79034,171,1,2642,71
滋賀,2824,87113,142,4,2626,56
京都,9573,179251,288,1,9125,170
大阪,53430,1073091,4101,112,47706,1189
兵庫,20258,300013,1417,72,18247,594
奈良,3869,98084,362,4,3452,55
和歌山,1319,26989,113,5,1164,18
鳥取,269,48976,54,0,205,2
島根,288,18022,4,0,284,0
岡山,2721,81422,82,3,2575,36
広島,5181,181159,88,1,4977,106
山口,1427,68811,31,0,1353,43
徳島,562,32640,96,2,448,18
香川,872,52059,100,0,756,19
愛媛,1423,41021,342,0,1057,24
高知,919,7447,11,2,889,19
福岡,19041,513202,351,5,18358,332
佐賀,1206,32235,49,0,1165,13
長崎,1643,78127,26,0,1578,39
熊本,3517,58210,27,2,3416,74
大分,1315,93351,15,1,1278,22
宮崎,1966,24863,20,0,1924,22
鹿児島,1839,73778,54,0,1778,28
沖縄,9678,164199,765,2,8791,128
(その他),149,-,0,-,149,-
合計,477737,9412344,21409,408,446781,9210
