都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,11460,194520,2282,32,8887,330
青森,375,8163,55,2,314,6
岩手,306,11317,114,3,182,10
宮城,1531,21856,287,3,1232,12
秋田,94,3842,4,0,89,1
山形,265,9181,115,1,149,1
福島,622,45958,112,3,502,8
茨城,2012,17994,282,12,1699,31
栃木,880,62128,195,11,685,2
群馬,1683,43085,310,5,1316,26
埼玉,10543,266533,1761,38,8609,173
千葉,8269,192386,966,14,7205,98
東京,47530,858689,5009,73,41983,538
神奈川,15172,286971,1572,56,13375,225
新潟,408,24569,81,0,327,0
富山,474,19105,16,1,432,26
石川,916,25019,53,0,816,50
福井,332,16651,15,2,306,11
山梨,451,14184,46,0,396,9
⾧野,977,36749,165,4,766,6
岐阜,1509,50749,337,4,1152,20
静岡,2199,69589,686,15,1491,22
愛知,12706,153696,2169,29,10393,144
三重,1072,24205,199,5,861,12
滋賀,869,31392,71,1,787,11
京都,3267,75779,497,8,2745,42
大阪,25114,383174,4128,156,20549,421
兵庫,7339,114190,820,44,6407,112
奈良,1512,39412,259,7,1238,15
和歌山,557,15059,64,9,475,7
鳥取,67,19827,8,0,58,0
島根,168,7659,14,1,154,0
岡山,702,24136,116,3,562,11
広島,1634,48780,303,10,951,9
山口,437,22347,43,4,388,2
徳島,187,13881,4,0,174,9
香川,199,19583,46,0,150,3
愛媛,360,9762,54,2,297,9
高知,368,4777,148,1,216,4
福岡,6680,226346,668,13,5901,111
佐賀,384,12001,53,0,330,3
⾧崎,321,30156,43,0,268,3
熊本,1267,28344,130,8,1056,13
大分,522,33944,149,3,370,3
宮崎,612,11276,94,1,518,3
鹿児島,837,32158,184,1,653,13
沖縄,4824,80078,366,7,4386,77
(その他),149,-,0,-,149,-
合計,180162,3741200,25093,592,151949,2642
