都道府県名,陽性者数 検査人数,,%
北海道,3136,82323,3.8%
青森,236,5036,4.7%
,27,5309,0.5%
宮城,726,14204,5.1%
秋田,63,2487,2.5%
山形,86,6113,1.4%
福島,388,29333,1.3%
茨城,770,13826,5.6%
栃木,489,42150,1.2%
群馬,901,29335,3.1%
埼玉,5889,185029,3.2%
千葉,5058,127319,4.0%
東京,31212,598993,5.2%
神奈川,8777,199811,4.4%
新潟,184,17777,1.0%
富山,423,14487,2.9%
石川,812,17341,4.7%
福井,257,11058,2.3%
山梨,212,11693,1.8%
⾧野,343,23025,1.5%
岐阜,687,26972,2.5%
静岡,636,42455,1.5%
,6227,99251,6.3%
三重,566,15683,3.6%
滋賀,553,14501,3.8%
京都,2014,52347,3.8%
大阪,12876,237923,5.4%
,3250,68946,4.7%
奈良,659,24620,2.7%
和歌山,275,10439,2.6%
鳥取,38,5770,0.7%
島根,141,6281,2.2%
岡山,291,11198,2.6%
広島,662,27466,2.4%
山口,213,11915,1.8%
徳島,164,7485,2.2%
香川,101,13518,0.7%
愛媛,116,4371,2.7%
高知,144,3650,3.9%
,5226,165014,3.2%
佐賀,254,7081,3.6%
⾧崎,244,22457,1.1%
熊本,786,19224,4.1%
大分,159,20989,0.8%
宮崎,367,8791,4.2%
鹿児島,468,22179,2.1%
沖縄,3363,58299,5.8%
⾧崎船,149,0,-
合計,100618,2445474,4.1%
