都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,3136,82323,446,6,2580,110
青 森,236,5036,89,3,143,4
岩手,27,5309,2,0,25,0
宮城,726,14204,176,4,548,2
秋  田,63,2487,3,0,60,0
山形,86,6113,5,0,80,1
福島,388,29333,23,4,359,6
茨城,770,13826,32,0,720,18
栃木,489,42150,25,0,464,1
群馬,901,29335,67,5,815,19
埼玉,5889,185029,396,10,5386,107
千葉,5058,127319,371,9,4606,81
東京,31212,598993,1799,34,28958,455
神奈川,8777,199811,554,20,8052,171
新潟,184,17777,5,0,179,0
富山,423,14487,1,0,396,26
石川,812,17341,18,0,745,49
福井,257,11058,1,0,245,11
山梨,212,11693,10,0,196,6
⾧野,343,23025,10,0,332,6
岐阜,687,26972,35,1,641,11
静岡,636,42455,52,0,582,2
愛知,6227,99251,494,9,5637,96
三重,566,15683,18,3,541,7
滋賀,553,14501,19,0,525,9
京都,2014,52347,73,0,1911,30
大阪,12876,237923,977,26,11636,244
兵庫,3250,68946,178,15,3009,63
奈良,659,24620,40,0,609,10
和歌山,275,10439,10,2,256,4
鳥取,38,5770,3,0,35,0
島根,141,6281,1,0,141,0
岡山,291,11198,54,0,172,4
広島,662,27466,14,0,643,5
山口,213,11915,4,0,207,2
徳島,164,7485,0,0,155,9
香川,101,13518,4,0,95,2
愛媛,116,4371,0,0,110,6
高知,144,3650,2,0,138,4
福岡,5226,165014,82,3,5042,102
佐賀,254,7081,0,0,256,0
⾧崎,244,22457,1,0,240,3
熊本,786,19224,33,1,736,8
大分,159,20989,0,0,156,3
宮崎,367,8791,1,0,366,1
鹿児島,468,22179,5,1,459,12
沖縄,3363,58299,341,7,2964,63
(その他),149,-,0,-,149,-
合計,100618,2445474,6474,163,92300,1773
