都道府県名,陽性者数 検査人数,,%
北海道,40995,756329,5.4%
青森,2453,48826,5.0%
岩手,1633,81973,2.0%
宮城,9066,153386,5.9%
秋田,769,14175,5.4%
山形,2020,63506,3.2%
福島,4775,268851,1.8%
茨城,10271,33068,31.1%
栃木,6791,279463,2.4%
群馬,8003,186476,4.3%
埼玉,45531,938446,4.9%
千葉,39173,658741,5.9%
東京,169085,2432712,7.0%
神奈川,65464,997435,6.6%
新潟,3384,170923,2.0%
富山,2009,70118,2.9%
石川,3912,117813,3.3%
福井,1118,62730,1.8%
山梨,1881,50098,3.8%
長野,4971,194537,2.6%
岐阜,9366,261734,3.6%
静岡,9024,385907,2.3%
愛知,50361,790726,6.4%
三重,5186,137890,3.8%
滋賀,5495,145038,3.8%
京都,16465,275493,6.0%
大阪,102440,2040320,5.0%
兵庫,40699,492703,8.3%
奈良,8159,162259,5.0%
和歌山,2660,41376,6.4%
鳥取,466,80814,0.6%
島根,551,29236,1.9%
岡山,7579,158467,4.8%
広島,11375,534171,2.1%
山口,3108,116931,2.7%
徳島,1650,63004,2.6%
香川,2083,83386,2.5%
愛媛,2749,93797,2.9%
高知,1725,10894,15.8%
福岡,35221,806082,4.4%
佐賀,2546,54816,4.6%
長崎,3112,120645,2.6%
熊本,6432,81106,7.9%
大分,3481,162063,2.1%
宮崎,3067,43842,7.0%
鹿児島,3635,109381,3.3%
沖縄,20125,242759,8.3%
長崎船,149,0,-
合計,782213,15104446,5.2%
