都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,40995,756329,2493,29,37393,1342
青森,2453,48826,30,0,2392,31
岩手,1633,81973,74,1,1513,46
宮城,9066,153386,80,6,8898,86
秋田,769,14175,11,1,738,20
山形,2020,63506,38,3,1935,47
福島,4775,268851,112,6,4502,161
茨城,10271,33068,263,7,9847,161
栃木,6791,279463,180,12,6530,81
群馬,8003,186476,80,10,7774,149
埼玉,45531,938446,898,24,43807,826
千葉,39173,658741,967,16,37465,701
東京,169085,2432712,3429,45,163459,2197
神奈川,65464,997435,1617,49,62911,936
新潟,3384,170923,92,6,3245,47
富山,2009,70118,72,2,1900,37
石川,3912,117813,70,2,3725,114
福井,1118,62730,61,0,1023,34
山梨,1881,50098,202,1,1659,20
長野,4971,194537,77,2,4878,91
岐阜,9366,261734,215,9,8968,183
静岡,9024,385907,339,4,8538,147
愛知,50361,790726,1741,50,47691,929
三重,5186,137890,115,5,5099,109
滋賀,5495,145038,189,5,5218,88
京都,16465,275493,254,15,15960,235
大阪,102440,2040320,1928,217,97091,2592
兵庫,40699,492703,430,32,38998,1273
奈良,8159,162259,138,10,7896,125
和歌山,2660,41376,10,4,2544,48
鳥取,466,80814,3,0,454,2
島根,551,29236,8,1,542,1
岡山,7579,158467,139,4,7302,124
広島,11375,534171,279,19,10853,166
山口,3108,116931,114,1,2922,72
徳島,1650,63004,17,0,1570,63
香川,2083,83386,38,2,2020,30
愛媛,2749,93797,19,4,2655,75
高知,1725,10894,87,7,1615,23
福岡,35221,806082,902,33,33773,512
佐賀,2546,54816,14,0,2543,24
長崎,3112,120645,94,0,2949,69
熊本,6432,81106,103,9,6218,111
大分,3481,162063,50,1,3370,61
宮崎,3067,43842,24,0,3003,27
鹿児島,3635,109381,118,2,3514,35
沖縄,20125,242759,1564,65,18400,167
(その他),149,-,0,-,149,-
合計,782213,15104446,19778,721,747449,14418
