都道府県名,陽性者数 検査人数,,%
北海道,22689,499805,4.5%
青森,1376,30552,4.5%
岩手,794,53052,1.5%
宮城,7730,112508,6.9%
秋田,395,9367,4.2%
山形,1381,44283,3.1%
福島,3061,174546,1.8%
茨城,7579,28679,26.4%
栃木,5128,191211,2.7%
群馬,5566,130760,4.3%
埼玉,36004,720404,5.0%
千葉,31931,518752,6.2%
東京,132042,1933755,6.8%
神奈川,51430,770853,6.7%
新潟,2033,98844,2.1%
富山,1186,48059,2.5%
石川,2248,67232,3.3%
福井,779,42922,1.8%
山梨,1095,35312,3.1%
長野,3580,138456,2.6%
岐阜,5448,177649,3.1%
静岡,6208,278881,2.2%
愛知,30507,523282,5.8%
三重,3283,86936,3.8%
滋賀,3323,98332,3.4%
京都,11153,200233,5.6%
大阪,71083,1282070,5.5%
兵庫,26459,348467,7.6%
奈良,5360,116246,4.6%
和歌山,1898,30171,6.3%
鳥取,350,58327,0.6%
島根,310,18895,1.6%
岡山,3340,89012,3.8%
広島,5495,216159,2.5%
山口,1617,77872,2.1%
徳島,1000,39353,2.5%
香川,1102,58421,1.9%
愛媛,2051,53537,3.8%
高知,973,7643,12.7%
福岡,20509,562560,3.6%
佐賀,1420,35830,4.0%
長崎,1807,86946,2.1%
熊本,3727,60343,6.2%
大分,1415,103306,1.4%
宮崎,2053,27993,7.3%
鹿児島,1985,79223,2.5%
沖縄,11747,183347,6.4%
長崎船,149,0,-
合計,543799,10550386,5.2%
