都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,14717,260605,1456,12,12692,506
青森,561,11166,80,2,473,8
岩手,429,15628,62,2,342,25
宮城,2582,26359,439,8,2126,17
秋田,173,4891,37,0,135,1
山形,433,11075,62,4,361,10
福島,1225,64642,329,8,868,28
茨城,3140,19492,691,8,2409,40
栃木,2510,82123,1166,15,1344,10
群馬,2872,58301,556,15,2267,49
埼玉,17827,355634,5030,66,12553,244
千葉,14218,246224,4144,31,9935,139
東京,74944,1083806,18213,128,56046,685
神奈川,27344,381811,5175,93,21854,315
新潟,661,30854,156,0,505,3
富山,706,23807,147,2,533,26
石川,1227,33033,192,9,1005,52
福井,397,21382,40,1,344,12
山梨,676,14741,119,2,546,11
⾧野,1609,55758,409,9,1172,18
岐阜,3037,76813,733,14,2258,46
静岡,3292,106902,783,6,2460,49
愛知,19077,231862,3177,49,15634,266
三重,1563,32398,299,5,1242,22
滋賀,1546,42168,413,14,1117,16
京都,5518,101733,1128,15,4368,69
大阪,34452,520494,5403,171,28376,673
兵庫,11819,157468,1258,65,10293,268
奈良,2357,53820,398,11,1933,26
和歌山,763,17677,128,5,616,8
鳥取,165,27458,69,3,92,1
島根,227,9344,20,1,207,0
岡山,1807,35839,327,9,1241,15
広島,4012,86026,762,13,2986,56
山口,706,32146,143,3,556,3
徳島,229,16533,32,0,188,9
香川,427,28909,166,1,257,4
愛媛,662,15836,215,2,434,13
高知,732,6652,75,4,645,12
福岡,10736,285837,2495,19,8113,128
佐賀,601,16572,144,1,464,3
⾧崎,1016,44929,277,10,517,8
熊本,2365,39720,231,16,1742,33
大分,829,49444,154,4,667,8
宮崎,1298,15272,531,2,767,10
鹿児島,1189,44599,214,1,975,14
沖縄,5903,94941,544,5,5280,84
(その他),149,-,0,-,149,-
合計,284728,4992724,58622,864,221087,4043
