都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,3447,87181,608,6,2727,112
青 森,264,5536,74,3,186,4
岩手,29,5546,4,0,25,0
宮城,804,14655,228,3,573,3
秋  田,67,2613,6,1,60,0
山形,86,6560,4,0,81,1
福島,401,30204,26,3,369,6
茨城,789,14094,44,1,727,18
栃木,494,44211,24,1,470,1
群馬,913,30057,45,4,845,20
埼玉,6018,191061,392,6,5515,111
千葉,5207,132362,337,9,4789,81
東京,31893,619099,1817,38,29615,461
神奈川,9021,206810,586,25,8262,173
新潟,185,18101,4,0,181,0
富山,424,14742,2,0,396,26
石川,815,18104,18,0,748,49
福井,257,11175,1,1,245,11
山梨,221,11897,17,0,198,6
長野,350,23957,12,0,337,6
岐阜,710,27497,47,0,651,12
静岡,690,44359,85,0,603,2
愛知,6457,103369,612,11,5749,96
三重,575,15683,25,3,543,7
滋賀,584,14575,43,0,532,9
京都,2090,54018,91,2,1969,30
大阪,13316,245639,1034,40,12014,249
兵庫,3363,70648,218,16,3078,67
奈良,694,25498,66,0,618,10
和歌山,280,10540,8,3,263,4
鳥取,38,5786,2,0,36,0
島根,141,6281,0,0,141,0
岡山,315,11198,118,2,185,6
広島,665,28303,13,0,647,5
山口,223,11960,11,0,210,2
徳島,164,7525,0,0,155,9
香川,103,13845,4,0,97,2
愛媛,116,4419,0,0,110,6
高知,144,3661,1,0,139,4
福岡,5251,168839,70,4,5077,104
佐賀,266,7429,12,0,256,0
長崎,245,23180,0,0,241,3
熊本,824,19986,45,1,755,8
大分,159,21490,0,0,156,3
宮崎,371,8803,3,1,368,1
鹿児島,505,23128,24,0,464,13
沖縄,3435,60235,294,5,3082,64
(その他),149,-,0,-,149,-
合計,103558,2525859,7075,189,94637,1805
