都道府県名,陽性者数 検査人数,,%
北海道,3447,87181,4.0%
青森,264,5536,4.8%
,29,5546,0.5%
宮城,804,14655,5.5%
秋田,67,2613,2.6%
山形,86,6560,1.3%
福島,401,30204,1.3%
茨城,789,14094,5.6%
栃木,494,44211,1.1%
群馬,913,30057,3.0%
埼玉,6018,191061,3.1%
千葉,5207,132362,3.9%
東京,31893,619099,5.2%
神奈川,9021,206810,4.4%
新潟,185,18101,1.0%
富山,424,14742,2.9%
石川,815,18104,4.5%
福井,257,11175,2.3%
山梨,221,11897,1.9%
長野,350,23957,1.5%
岐阜,710,27497,2.6%
静岡,690,44359,1.6%
,6457,103369,6.2%
三重,575,15683,3.7%
滋賀,584,14575,4.0%
京都,2090,54018,3.9%
大阪,13316,245639,5.4%
,3363,70648,4.8%
奈良,694,25498,2.7%
和歌山,280,10540,2.7%
鳥取,38,5786,0.7%
島根,141,6281,2.2%
岡山,315,11198,2.8%
広島,665,28303,2.3%
山口,223,11960,1.9%
徳島,164,7525,2.2%
香川,103,13845,0.7%
愛媛,116,4419,2.6%
高知,144,3661,3.9%
,5251,168839,3.1%
佐賀,266,7429,3.6%
長崎,245,23180,1.1%
熊本,824,19986,4.1%
大分,159,21490,0.7%
宮崎,371,8803,4.2%
鹿児島,505,23128,2.2%
沖縄,3435,60235,5.7%
長崎船,149,0,-
合計,103558,2525859,4.1%
