都道府県名,陽性者数 検査人数,,%
北海道,20311,424537,4.8%
青森,895,22869,3.9%
岩手,585,41011,1.4%
宮城,4524,78128,5.8%
秋田,277,7258,3.8%
山形,615,30230,2.0%
福島,2300,133019,1.7%
茨城,6377,25439,25.1%
栃木,4419,162877,2.7%
群馬,4808,105705,4.5%
埼玉,31585,610160,5.2%
千葉,28551,452956,6.3%
東京,117261,1677725,7.0%
神奈川,47008,657502,7.1%
新潟,1256,75777,1.7%
富山,920,39826,2.3%
石川,1893,57596,3.3%
福井,553,34057,1.6%
山梨,955,29599,3.2%
長野,2513,107932,2.3%
岐阜,4826,150939,3.2%
静岡,5487,228845,2.4%
愛知,26626,436037,6.1%
三重,2639,73145,3.6%
滋賀,2686,82230,3.3%
京都,9236,168878,5.5%
大阪,49058,939493,5.2%
兵庫,18795,278415,6.8%
奈良,3503,90358,3.9%
和歌山,1197,25367,4.7%
鳥取,210,44852,0.5%
島根,285,17152,1.7%
岡山,2611,75671,3.5%
広島,5070,173745,2.9%
山口,1397,64978,2.1%
徳島,466,29225,1.6%
香川,779,48671,1.6%
愛媛,1081,36338,3.0%
高知,912,7331,12.4%
福岡,18678,486394,3.8%
佐賀,1158,30707,3.8%
長崎,1615,73512,2.2%
熊本,3485,57577,6.1%
大分,1300,88348,1.5%
宮崎,1953,24807,7.9%
鹿児島,1769,70682,2.5%
沖縄,8727,157486,5.5%
長崎船,149,0,-
合計,453304,8735386,5.2%
