都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,20311,424537,709,7,18871,729
青森,895,22869,69,0,806,20
岩手,585,41011,25,0,530,30
宮城,4524,78128,642,3,3855,27
秋田,277,7258,9,0,262,6
山形,615,30230,68,0,531,16
福島,2300,133019,263,13,1934,103
茨城,6377,25439,318,5,5936,123
栃木,4419,162877,181,0,4168,70
群馬,4808,105705,160,3,4554,94
埼玉,31585,610160,1396,34,29508,681
千葉,28551,452956,1137,19,26874,540
東京,117261,1677725,2947,47,112682,1632
神奈川,47008,657502,1011,20,45233,764
新潟,1256,75777,119,1,1121,16
富山,920,39826,13,2,879,28
石川,1893,57596,16,2,1812,63
福井,553,34057,7,0,521,25
山梨,955,29599,12,0,925,18
長野,2513,107932,109,1,2393,41
岐阜,4826,150939,60,6,4646,120
静岡,5487,228845,181,0,5197,109
愛知,26626,436037,477,11,25580,569
三重,2639,73145,78,2,2573,67
滋賀,2686,82230,113,5,2522,51
京都,9236,168878,103,3,8970,165
大阪,49058,939493,1271,55,46232,1162
兵庫,18795,278415,617,43,17606,572
奈良,3503,90358,80,6,3374,49
和歌山,1197,25367,24,2,1131,18
鳥取,210,44852,0,0,205,2
島根,285,17152,0,0,285,0
岡山,2611,75671,76,6,2479,35
広島,5070,173745,19,4,4937,103
山口,1397,64978,18,0,1336,43
徳島,466,29225,13,2,435,18
香川,779,48671,20,0,741,18
愛媛,1081,36338,20,1,1037,24
高知,912,7331,11,3,882,19
福岡,18678,486394,421,12,17934,323
佐賀,1158,30707,58,2,1110,11
長崎,1615,73512,1,0,1576,38
熊本,3485,57577,26,0,3392,74
大分,1300,88348,9,0,1269,22
宮崎,1953,24807,0,0,1924,22
鹿児島,1769,70682,8,1,1758,27
沖縄,8727,157486,387,3,8223,123
(その他),149,-,0,-,149,-
合計,453304,8735386,13302,324,430898,8810
