都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,2159,59459,136,0,1916,107
青 森,37,2458,2,0,34,1
岩手,23,4282,1,0,23,0
宮城,425,10803,47,1,376,2
秋  田,58,2145,0,0,53,0
山形,78,5195,1,0,77,1
福島,267,21106,42,3,221,4
茨城,676,12623,46,4,613,17
栃木,437,31518,38,0,396,1
群馬,728,22851,42,2,664,19
埼玉,4800,145670,334,5,4364,102
千葉,4047,96680,329,9,3646,72
東京,26484,470228,2110,26,23963,411
神奈川,7136,156859,526,16,6467,143
新潟,170,15659,4,0,166,0
富山,422,12509,11,1,385,26
石川,777,13530,34,0,696,47
福井,244,9872,0,0,231,11
山梨,193,10748,14,1,173,6
長野,313,19157,11,0,307,1
岐阜,630,23270,25,2,595,10
静岡,551,34985,29,1,520,2
愛知,5419,79108,309,13,5024,86
三重,527,13267,60,2,460,7
滋賀,505,12148,22,0,475,8
京都,1767,43228,67,3,1674,26
大阪,10809,190440,511,22,10072,218
兵庫,2783,58020,123,7,2601,59
奈良,581,20885,22,0,550,9
和歌山,242,9372,4,0,231,4
鳥取,36,5493,5,0,31,0
島根,140,5820,1,0,140,0
岡山,158,8110,8,-,149,-
広島,603,21121,106,0,491,3
山口,201,10079,6,1,193,2
徳島,149,6980,7,0,131,9
香川,93,10931,3,0,88,2
愛媛,115,4119,1,0,108,6
高知,138,3508,1,0,133,4
福岡,5054,135726,74,6,4881,99
佐賀,246,6156,2,0,246,0
長崎,238,18928,1,0,232,3
熊本,607,16764,17,0,560,8
大分,158,17315,2,0,154,2
宮崎,344,8601,1,0,343,1
鹿児島,428,19261,38,0,379,12
沖縄,2588,40691,228,6,2317,47
(その他),149,-,0,-,149,-
合計,84733,1947678,5401,131,77698,1598
