都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,11650,200304,2183,37,9287,352
青森,383,8413,48,2,329,6
岩手,318,12356,116,3,190,12
宮城,1596,22399,326,3,1258,12
秋田,94,3873,4,0,89,1
山形,290,9361,118,1,171,1
福島,658,46923,134,3,515,9
茨城,2053,18048,278,12,1743,32
栃木,938,63079,230,11,708,2
群馬,1771,45427,323,4,1357,28
埼玉,10894,272701,1822,38,8898,174
千葉,8511,193565,1070,15,7339,102
東京,48668,876634,5070,69,43041,557
神奈川,15684,293582,1701,52,13756,227
新潟,418,25175,75,0,343,3
富山,477,19490,16,1,435,26
石川,930,25853,57,0,825,50
福井,337,17138,17,1,309,11
山梨,459,14215,38,1,412,9
長野,1006,39493,149,6,810,7
岐阜,1585,53111,364,6,1200,21
静岡,2253,71412,632,14,1597,24
愛知,13035,165720,2155,35,10733,147
三重,1103,24205,186,5,903,14
滋賀,886,32086,76,1,799,11
京都,3378,77767,512,8,2838,43
大阪,25816,395030,3990,157,21368,442
兵庫,7547,116713,780,43,6650,117
奈良,1554,40843,229,9,1310,15
和歌山,568,15447,59,8,491,7
鳥取,68,20641,9,1,58,0
島根,170,7659,14,1,156,0
岡山,858,24136,116,3,562,11
広島,1808,51951,262,14,1045,11
山口,441,22347,41,5,394,2
徳島,188,14029,3,0,176,9
香川,205,19968,46,0,156,3
愛媛,370,9820,55,2,306,9
高知,432,5022,173,1,255,4
福岡,6890,231582,792,12,5987,111
佐賀,398,12611,54,0,346,3
長崎,338,31230,56,2,273,3
熊本,1329,28851,157,6,1072,13
大分,543,35449,137,4,403,3
宮崎,622,11400,72,2,550,4
鹿児島,837,32950,184,1,653,13
沖縄,4880,81311,358,6,4450,77
(その他),149,-,0,-,149,-
合計,185386,3841320,25287,605,156695,2738
