都道府県名,陽性者数 検査人数,,%
北海道,19663,402044,4.9%
青森,828,20921,4.0%
岩手,555,28922,1.9%
宮城,3864,72937,5.3%
秋田,269,7148,3.8%
山形,545,28715,1.9%
福島,2144,122442,1.8%
茨城,6071,25125,24.2%
栃木,4207,153093,2.7%
群馬,4633,99884,4.6%
埼玉,30363,580553,5.2%
千葉,27497,428990,6.4%
東京,114201,1606728,7.1%
神奈川,45957,627829,7.3%
新潟,1152,46600,2.5%
富山,909,38049,2.4%
石川,1879,54568,3.4%
福井,546,33111,1.6%
山梨,941,27101,3.5%
長野,2385,103396,2.3%
岐阜,4785,143923,3.3%
静岡,5331,213619,2.5%
愛知,26207,413941,6.3%
三重,2579,67122,3.8%
滋賀,2612,77218,3.4%
京都,9129,161936,5.6%
大阪,47895,850570,5.6%
兵庫,18235,262382,6.9%
奈良,3427,86288,4.0%
和歌山,1170,24856,4.7%
鳥取,210,43168,0.5%
島根,284,16183,1.8%
岡山,2552,69524,3.7%
広島,5056,167186,3.0%
山口,1389,62904,2.2%
徳島,461,27954,1.6%
香川,765,46483,1.6%
愛媛,1068,34029,3.1%
高知,905,7180,12.6%
福岡,18308,464164,3.9%
佐賀,1126,29265,3.8%
長崎,1613,70498,2.3%
熊本,3467,57158,6.1%
大分,1297,84123,1.5%
宮崎,1953,24803,7.9%
鹿児島,1762,69200,2.5%
沖縄,8378,151156,5.5%
長崎船,149,0,-
合計,440722,8234989,5.4%
