都道府県名,陽性者数 検査人数,,%
北海道,16760,301150,5.6%
青森,681,12578,5.4%
岩手,488,19008,2.6%
宮城,3269,46710,7.0%
秋田,250,6324,4.0%
山形,458,13459,3.4%
福島,1624,78494,2.1%
茨城,4410,22458,19.6%
栃木,3574,99833,3.6%
群馬,3636,71018,5.1%
埼玉,23595,424382,5.6%
千葉,20537,306669,6.7%
東京,94508,1247920,7.6%
神奈川,38379,467139,8.2%
新潟,850,35320,2.4%
富山,847,28955,2.9%
石川,1423,38349,3.7%
福井,484,25092,1.9%
山梨,884,14741,6.0%
⾧野,2193,76236,2.9%
岐阜,3977,96613,4.1%
静岡,4283,132712,3.2%
愛知,22837,290168,7.9%
三重,2024,42391,4.8%
滋賀,1995,52545,3.8%
京都,7759,120598,6.4%
大阪,41727,614088,6.8%
兵庫,15388,189069,8.1%
奈良,2880,64656,4.5%
和歌山,1001,20479,4.9%
鳥取,196,32301,0.6%
島根,242,11764,2.1%
岡山,2249,47392,4.7%
広島,4622,107047,4.3%
山口,1110,40022,2.8%
徳島,368,20201,1.8%
香川,590,35383,1.7%
愛媛,946,22906,4.1%
高知,825,6762,12.2%
福岡,15059,347977,4.3%
佐賀,911,22137,4.1%
⾧崎,1408,53364,2.6%
熊本,3225,50851,6.3%
大分,1048,58515,1.8%
宮崎,1735,21414,8.1%
鹿児島,1543,52929,2.9%
沖縄,7055,118197,6.0%
⾧崎船,149,0,-
合計,366002,6008316,6.1%
