都道府県名,陽性者数 検査人数,,%
北海道,2460,68209,3.6%
青森,83,2975,2.8%
,26,4874,0.5%
宮城,508,12111,4.2%
秋田,59,2361,2.5%
山形,81,5335,1.5%
福島,343,24370,1.4%
茨城,723,13174,5.5%
栃木,458,34074,1.3%
群馬,766,26175,2.9%
埼玉,5286,163004,3.2%
千葉,4473,110522,4.0%
東京,28604,532530,5.4%
神奈川,7843,178657,4.4%
新潟,180,16808,1.1%
富山,423,13903,3.0%
石川,788,15179,5.2%
福井,254,10331,2.5%
山梨,199,11173,1.8%
長野,323,20863,1.5%
岐阜,642,24856,2.6%
静岡,575,39100,1.5%
,5615,87811,6.4%
三重,544,14558,3.7%
滋賀,520,13221,3.9%
京都,1907,48126,4.0%
大阪,11414,210358,5.4%
,2960,62910,4.7%
奈良,610,23057,2.6%
和歌山,254,9887,2.6%
鳥取,36,5548,0.6%
島根,140,6000,2.3%
岡山,170,8654,2.0%
広島,646,25370,2.5%
山口,209,10853,1.9%
徳島,149,7143,2.1%
香川,97,12231,0.8%
愛媛,116,4227,2.7%
高知,140,3565,3.9%
,5138,149523,3.4%
佐賀,250,6431,3.9%
長崎,241,20608,1.2%
熊本,735,18258,4.0%
大分,159,19043,0.8%
宮崎,366,8703,4.2%
鹿児島,462,21290,2.2%
沖縄,2855,46732,6.1%
長崎船,149,0,-
合計,90979,2174691,4.2%
