都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,21838,473318,888,21,20190,780
青森,1177,27861,122,0,1035,20
岩手,761,50177,98,2,633,30
宮城,7198,104355,1072,16,6060,43
秋田,335,8568,43,2,286,6
山形,1225,40589,270,4,935,20
福島,2817,164220,294,11,2405,118
茨城,7130,27834,324,7,6678,128
栃木,4941,181557,222,3,4649,70
群馬,5289,120989,219,6,4969,101
埼玉,34427,685552,1483,34,32227,717
千葉,30849,498101,997,16,29263,589
東京,126284,1850782,3995,42,120485,1804
神奈川,49642,734626,1138,24,47706,798
新潟,1737,91052,284,2,1435,18
富山,1050,44271,109,2,912,29
石川,2060,63385,125,3,1867,66
福井,659,39204,74,1,558,27
山梨,1028,33554,45,1,964,19
長野,3221,128033,316,0,2876,44
岐阜,5143,167991,159,3,4855,129
静岡,5974,262931,193,4,5660,121
愛知,28810,493701,1401,6,26805,604
三重,3011,82920,235,7,2790,73
滋賀,2979,94017,176,3,2744,59
京都,10281,187619,666,5,9461,174
大阪,60695,1162870,8517,218,50437,1219
兵庫,22740,322279,2509,82,19624,607
奈良,4574,104892,695,12,3823,56
和歌山,1559,28754,227,26,1287,19
鳥取,302,52985,74,0,220,2
島根,292,18477,6,0,286,0
岡山,2974,84188,166,3,2603,35
広島,5285,189788,103,0,5067,106
山口,1462,71202,38,0,1383,43
徳島,713,34498,169,3,522,22
香川,990,55210,139,1,835,19
愛媛,1727,46101,330,7,1372,25
高知,946,7543,17,1,910,19
福岡,19487,532914,513,6,18638,336
佐賀,1276,33790,70,0,1212,13
長崎,1668,81737,32,0,1597,39
熊本,3536,58788,28,2,3434,74
大分,1348,97436,39,1,1287,22
宮崎,2020,25609,53,0,1938,22
鹿児島,1922,76555,82,0,1836,28
沖縄,10741,173748,1130,9,9488,129
(その他),149,-,0,-,149,-
合計,506272,9916571,29885,596,466396,9422
