都道府県名,陽性者数 検査人数,,%
北海道,21838,473318,4.6%
青森,1177,27861,4.2%
岩手,761,50177,1.5%
宮城,7198,104355,6.9%
秋田,335,8568,3.9%
山形,1225,40589,3.0%
福島,2817,164220,1.7%
茨城,7130,27834,25.6%
栃木,4941,181557,2.7%
群馬,5289,120989,4.4%
埼玉,34427,685552,5.0%
千葉,30849,498101,6.2%
東京,126284,1850782,6.8%
神奈川,49642,734626,6.8%
新潟,1737,91052,1.9%
富山,1050,44271,2.4%
石川,2060,63385,3.2%
福井,659,39204,1.7%
山梨,1028,33554,3.1%
長野,3221,128033,2.5%
岐阜,5143,167991,3.1%
静岡,5974,262931,2.3%
愛知,28810,493701,5.8%
三重,3011,82920,3.6%
滋賀,2979,94017,3.2%
京都,10281,187619,5.5%
大阪,60695,1162870,5.2%
兵庫,22740,322279,7.1%
奈良,4574,104892,4.4%
和歌山,1559,28754,5.4%
鳥取,302,52985,0.6%
島根,292,18477,1.6%
岡山,2974,84188,3.5%
広島,5285,189788,2.8%
山口,1462,71202,2.1%
徳島,713,34498,2.1%
香川,990,55210,1.8%
愛媛,1727,46101,3.7%
高知,946,7543,12.5%
福岡,19487,532914,3.7%
佐賀,1276,33790,3.8%
長崎,1668,81737,2.0%
熊本,3536,58788,6.0%
大分,1348,97436,1.4%
宮崎,2020,25609,7.9%
鹿児島,1922,76555,2.5%
沖縄,10741,173748,6.2%
長崎船,149,0,-
合計,506272,9916571,5.1%
