都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,10805,183390,2274,33,8239,292
青森,364,7849,65,2,293,6
岩手,252,10662,71,4,173,8
宮城,1417,21113,208,3,1197,12
秋田,90,3746,0,0,89,1
山形,218,8932,72,1,145,1
福島,582,44199,81,4,493,8
茨城,1935,17774,329,14,1580,26
栃木,839,60231,212,9,627,2
群馬,1572,42544,306,8,1242,24
埼玉,10101,260942,1723,34,8208,170
千葉,7958,189306,873,14,6988,97
東京,46124,840791,4619,67,40970,535
神奈川,14599,281819,1536,53,12843,220
新潟,380,24145,74,0,306,0
富山,462,18434,6,1,430,26
石川,899,24571,44,0,807,50
福井,331,16507,15,2,305,11
山梨,440,14073,83,0,348,9
長野,909,35844,128,3,743,6
岐阜,1406,48913,282,3,1105,19
静岡,2087,67934,639,16,1428,20
愛知,12123,152984,2061,28,9922,140
三重,1028,24205,183,5,834,11
滋賀,852,30612,65,1,776,11
京都,3076,73836,406,8,2644,40
大阪,24192,372343,4256,155,19524,396
兵庫,6994,109727,818,45,6072,104
奈良,1433,38382,237,6,1183,13
和歌山,545,14702,70,10,457,7
鳥取,67,19438,9,0,57,0
島根,165,7659,11,1,154,0
岡山,702,24136,116,3,562,11
広島,1322,43500,276,10,878,8
山口,429,22347,51,3,372,2
徳島,187,13790,6,0,173,9
香川,198,19091,54,0,141,3
愛媛,356,9639,66,2,281,8
高知,312,4483,128,1,180,4
福岡,6343,221015,485,11,5748,110
佐賀,371,11401,55,0,315,3
長崎,290,29313,21,0,265,3
熊本,1184,27352,97,8,1020,13
大分,490,32945,168,2,319,3
宮崎,584,10923,87,1,497,3
鹿児島,741,30031,120,1,621,13
沖縄,4735,78522,381,6,4284,75
(その他),149,-,0,-,149,-
合計,172638,3646095,23867,578,145987,2533
