都道府県名,陽性者数 検査人数,,%
北海道,2652,73414,3.6%
青森,150,3633,4.1%
,27,5134,0.5%
宮城,545,12763,4.3%
秋田,61,2448,2.5%
山形,84,5758,1.5%
福島,379,26962,1.4%
茨城,737,13525,5.4%
栃木,476,35101,1.4%
群馬,839,27505,3.1%
埼玉,5561,173925,3.2%
千葉,4734,119191,4.0%
東京,29706,563985,5.3%
神奈川,8246,187119,4.4%
新潟,180,17268,1.0%
富山,422,14261,3.0%
石川,798,16055,5.0%
福井,256,10775,2.4%
山梨,203,11373,1.8%
長野,330,22077,1.5%
岐阜,668,25757,2.6%
静岡,588,40885,1.4%
,5768,92555,6.2%
三重,554,15371,3.6%
滋賀,535,13549,3.9%
京都,1958,50753,3.9%
大阪,11880,221805,5.4%
,3056,65340,4.7%
奈良,624,23806,2.6%
和歌山,268,10148,2.6%
鳥取,35,5578,0.6%
島根,140,6085,2.3%
岡山,194,10217,1.9%
広島,651,26568,2.5%
山口,213,11384,1.9%
徳島,164,7364,2.2%
香川,101,12904,0.8%
愛媛,116,4293,2.7%
高知,140,3603,3.9%
,5174,156615,3.3%
佐賀,253,6890,3.7%
長崎,242,21431,1.1%
熊本,767,18924,4.1%
大分,159,19950,0.8%
宮崎,366,8741,4.2%
鹿児島,463,21698,2.1%
沖縄,3094,51072,6.1%
長崎船,149,0,-
合計,94706,2295558,4.1%
