都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,2652,73414,235,2,2309,108
青 森,150,3633,100,3,49,1
岩手,27,5134,3,0,23,0
宮城,545,12763,44,1,499,2
秋  田,61,2448,2,0,59,0
山形,84,5758,4,0,79,1
福島,379,26962,71,3,302,6
茨城,737,13525,28,2,691,18
栃木,476,35101,32,0,444,1
群馬,839,27505,81,5,739,19
埼玉,5561,173925,406,9,5052,103
千葉,4734,119191,371,10,4287,76
東京,29706,563985,1635,23,27626,445
神奈川,8246,187119,546,25,7543,157
新潟,180,17268,1,0,179,0
富山,422,14261,0,0,396,26
石川,798,16055,17,0,732,49
福井,256,10775,6,0,239,11
山梨,203,11373,3,0,194,6
長野,330,22077,11,1,319,4
岐阜,668,25757,30,1,627,11
静岡,588,40885,15,0,571,2
愛知,5768,92555,246,10,5430,92
三重,554,15371,13,2,534,7
滋賀,535,13549,17,0,509,9
京都,1958,50753,87,0,1841,30
大阪,11880,221805,541,22,11091,232
兵庫,3056,65340,116,16,2879,61
奈良,624,23806,26,2,589,9
和歌山,268,10148,16,2,245,4
鳥取,35,5578,0,0,35,0
島根,140,6085,0,0,140,0
岡山,194,10217,22,1,162,1
広島,651,26568,24,0,623,5
山口,213,11384,5,1,206,2
徳島,164,7364,15,0,140,9
香川,101,12904,5,0,94,2
愛媛,116,4293,0,0,110,6
高知,140,3603,0,0,136,4
福岡,5174,156615,64,5,5009,101
佐賀,253,6890,4,0,251,0
長崎,242,21431,0,0,237,3
熊本,767,18924,44,0,701,8
大分,159,19950,1,0,155,3
宮崎,366,8741,1,0,365,1
鹿児島,463,21698,10,0,453,12
沖縄,3094,51072,318,9,2722,58
(その他),149,-,0,-,149,-
合計,94706,2295558,5216,155,87765,1705
