都道府県名,陽性者数 検査人数,,%
北海道,8526,147128,5.8%
青森,287,6569,4.4%
,191,9286,2.1%
宮城,1195,18794,6.4%
秋田,90,3500,2.6%
山形,133,7460,1.8%
福島,499,39593,1.3%
茨城,1539,16407,9.4%
栃木,634,53517,1.2%
群馬,1195,35486,3.4%
埼玉,8361,231105,3.6%
千葉,6939,161979,4.3%
東京,40628,750084,5.4%
神奈川,12478,249352,5.0%
新潟,331,22161,1.5%
富山,458,16966,2.7%
石川,850,21885,3.9%
福井,314,14643,2.1%
山梨,336,13459,2.5%
⾧野,703,30587,2.3%
岐阜,1055,33458,3.2%
静岡,1447,55546,2.6%
,9849,135512,7.3%
三重,844,19848,4.3%
滋賀,780,27443,2.8%
京都,2585,64192,4.0%
大阪,20011,320480,6.2%
,5459,94560,5.8%
奈良,1122,31912,3.5%
和歌山,446,13400,3.3%
鳥取,58,16350,0.4%
島根,146,6772,2.2%
岡山,592,19205,3.1%
広島,785,34211,2.3%
山口,384,17013,2.3%
徳島,181,7822,2.3%
香川,142,16864,0.8%
愛媛,311,6961,4.5%
高知,150,3754,4.0%
,5801,199804,2.9%
佐賀,307,9621,3.2%
⾧崎,265,26884,1.0%
熊本,1012,23912,4.2%
大分,280,27223,1.0%
宮崎,477,9431,5.1%
鹿児島,612,27152,2.3%
沖縄,4294,72251,5.9%
⾧崎船,149,0,-
合計,145231,3171542,4.6%
