都道府県名,陽性者数 検査人数,,%
北海道,954,8945,10.7%
青森,27,760,3.6%
岩手,0,418,0.0%
宮城,88,2297,3.8%
秋田,16,887,1.8%
山形,69,2456,2.8%
福島,81,2454,3.3%
茨城,168,3957,4.2%
栃木,56,2535,2.2%
群馬,147,3064,4.8%
埼玉,969,12884,7.5%
千葉,883,12793,6.9%
東京,4883,13124,37.2%
神奈川,1178,2057,10.5%
新潟,82,3402,2.4%
富山,221,2849,7.8%
石川,280,2276,12.3%
福井,122,2097,5.8%
山梨,56,2981,1.9%
長野,75,2199,3.4%
岐阜,150,3490,4.3%
静岡,73,3116,2.3%
愛知,494,8437,5.9%
三重,45,2179,2.1%
滋賀,97,1462,6.6%
京都,352,5613,6.3%
大阪,1744,22011,7.9%
兵庫,693,9179,7.5%
奈良,90,2035,4.4%
和歌山,62,3369,1.8%
鳥取,3,1167,0.3%
島根,24,911,2.6%
岡山,24,1377,1.7%
広島,165,6002,2.7%
山口,37,1528,2.4%
徳島,5,611,0.8%
香川,28,1852,1.5%
愛媛,48,1276,3.8%
高知,74,1584,4.7%
福岡,654,10535,6.2%
佐賀,45,1235,3.6%
長崎,17,2361,0.7%
熊本,48,3492,1.4%
大分,60,3499,1.7%
宮崎,17,1243,1.4%
鹿児島,11,1513,0.7%
沖縄,142,2511,5.7%
その他,149,623,23.9%
合計,15706,188646,7.8%
