都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,2542,70302,213,2,2221,108
青 森,122,3217,85,2,36,1
岩手,26,4915,3,0,23,0
宮城,526,12334,42,1,482,2
秋  田,59,2384,0,0,59,0
山形,81,5370,2,0,78,1
福島,369,25322,90,2,273,6
茨城,728,13174,29,2,681,18
栃木,466,34491,25,0,440,1
群馬,785,26435,38,4,717,19
埼玉,5393,165689,389,7,4901,103
千葉,4548,113355,337,9,4135,76
東京,29046,541987,1800,24,26810,436
神奈川,7965,182376,556,23,7255,154
新潟,180,16905,3,0,177,0
富山,422,14003,0,0,396,26
石川,795,15422,22,0,726,47
福井,256,10562,9,0,236,11
山梨,199,11252,2,0,191,6
長野,326,21163,8,1,317,4
岐阜,644,24988,14,1,620,10
静岡,580,39592,14,0,564,2
愛知,5685,89287,233,10,5361,91
三重,549,14763,17,0,525,7
滋賀,527,13359,13,0,506,8
京都,1928,49179,121,0,1780,27
大阪,11555,213697,445,16,10867,227
兵庫,3008,63825,116,18,2831,61
奈良,613,23285,23,2,581,9
和歌山,255,9940,7,1,241,4
鳥取,36,5559,0,0,36,0
島根,140,6033,0,0,140,0
岡山,173,8654,12,2,155,1
広島,650,25370,40,1,606,4
山口,209,11045,2,1,205,2
徳島,159,7230,9,0,140,9
香川,99,12515,4,0,93,2
愛媛,116,4246,2,0,108,6
高知,140,3587,1,0,135,4
福岡,5142,151512,65,5,4977,100
佐賀,252,6617,5,0,249,0
長崎,242,20834,3,0,235,3
熊本,746,18505,60,0,669,8
大分,159,19211,1,0,155,3
宮崎,366,8720,1,0,365,1
鹿児島,463,21449,18,0,463,12
沖縄,2954,47970,295,9,2608,55
(その他),149,-,0,-,149,-
合計,92373,2211630,5174,143,85518,1675
