都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,18441,349717,1005,14,16958,637
青森,801,16238,78,0,707,16
岩手,520,22363,19,1,472,29
宮城,3493,49658,88,5,3382,23
秋田,269,6879,26,0,238,5
山形,532,16505,28,0,489,15
福島,1827,97015,127,10,1637,63
茨城,5334,24378,433,17,4810,91
栃木,3954,116827,221,9,3675,58
群馬,4231,83749,267,9,3885,79
埼玉,27633,502990,2894,45,24280,459
千葉,24476,371115,2917,35,21215,344
東京,106134,1423473,5257,104,99752,1125
神奈川,43156,542742,1546,43,41014,596
新潟,1003,39982,85,1,905,13
富山,887,33471,20,3,840,27
石川,1652,45401,228,1,1428,60
福井,530,28900,29,2,477,24
山梨,919,14741,18,1,885,16
長野,2345,90739,60,1,2276,39
岐阜,4554,119585,292,11,4173,89
静岡,4824,164992,191,1,4541,92
愛知,25069,353866,1356,37,23242,471
三重,2379,56417,189,11,2148,42
滋賀,2305,64483,168,5,2098,39
京都,8846,143753,673,5,8103,144
大阪,45849,715781,2110,137,42250,1052
兵庫,17415,225376,895,68,16044,476
奈良,3254,75362,147,5,3064,43
和歌山,1143,23690,58,8,1046,16
鳥取,207,37420,13,0,189,2
島根,280,13515,9,1,271,0
岡山,2442,60138,96,5,2300,26
広島,4931,139356,111,6,4714,98
山口,1352,52858,154,1,1165,33
徳島,424,23878,45,3,364,15
香川,717,41472,56,1,644,17
愛媛,1029,29634,50,1,957,22
高知,874,6996,18,1,839,17
福岡,17263,406435,1536,33,15497,230
佐賀,995,25938,41,1,967,6
長崎,1580,62926,134,2,1412,35
熊本,3403,55602,97,15,3234,67
大分,1261,72634,94,0,1149,18
宮崎,1906,24475,99,2,1775,20
鹿児島,1716,61770,84,5,1621,21
沖縄,7971,136270,427,2,7449,100
(その他),149,-,0,-,149,-
合計,412275,7071505,24489,668,380730,6910
