都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,12307,213422,1881,32,10065,394
青森,391,8675,25,2,360,6
岩手,336,12981,107,3,211,18
宮城,1776,23979,354,6,1410,12
秋田,95,3951,4,0,90,1
山形,324,9645,104,5,217,3
福島,754,50452,182,5,561,11
茨城,2149,18301,244,11,1871,34
栃木,1039,66532,271,11,768,4
群馬,1950,47293,407,6,1494,32
埼玉,11789,287305,2085,34,9525,179
千葉,9172,206425,1280,20,7786,106
東京,51838,913711,5987,63,45284,567
神奈川,17039,318768,2019,57,14782,238
新潟,443,25787,70,0,373,3
富山,494,20063,27,1,441,26
石川,967,26934,84,0,837,50
福井,337,17495,13,1,313,11
山梨,488,14339,42,1,436,10
⾧野,1050,41682,111,5,910,11
岐阜,1748,56624,325,6,1400,23
静岡,2383,78035,539,9,1814,30
愛知,14127,171494,2252,35,11712,163
三重,1151,26913,166,4,970,15
滋賀,944,33729,92,1,841,11
京都,3782,82095,715,13,3046,43
大阪,27217,415640,3743,165,22968,490
兵庫,8204,123359,872,46,7199,133
奈良,1686,43109,267,10,1399,20
和歌山,582,15760,32,8,532,7
鳥取,69,21278,7,1,61,0
島根,181,8556,19,1,162,0
岡山,1111,27231,204,3,642,12
広島,2298,60968,380,12,1186,15
山口,468,24734,54,5,408,2
徳島,192,14337,4,0,178,9
香川,209,20614,23,0,183,3
愛媛,375,10873,43,4,321,11
高知,518,5353,177,3,336,5
福岡,7366,240793,1042,11,6210,114
佐賀,411,13513,41,1,372,3
⾧崎,400,34299,89,2,288,3
熊本,1446,30344,166,4,1150,13
大分,576,37321,89,5,482,5
宮崎,669,11785,82,1,587,5
鹿児島,875,34683,136,1,739,13
沖縄,4989,83981,291,6,4624,79
(その他),149,-,0,-,149,-
合計,198864,4055161,27147,620,167693,2943
