都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,6113,116432,1943,17,4036,134
青 森,280,6294,26,2,248,6
岩手,97,7190,68,0,29,0
宮城,1046,17017,189,5,848,9
秋  田,74,3155,7,1,67,0
山形,105,7126,19,0,85,1
福島,458,36590,48,4,404,6
茨城,1099,15414,225,5,855,19
栃木,542,49054,46,4,496,2
群馬,994,33732,53,2,901,20
埼玉,7230,214783,889,16,6215,126
千葉,6109,152376,710,8,5314,85
東京,36256,694770,3234,38,32546,476
神奈川,10780,232100,1062,37,9535,183
新潟,274,20479,79,1,195,0
富山,435,15977,10,0,399,26
石川,831,20270,7,0,775,49
福井,295,13040,31,2,253,11
山梨,292,12762,46,2,239,7
長野,545,27444,155,0,389,6
岐阜,875,30679,122,0,740,13
静岡,1053,50828,293,3,756,4
愛知,8043,121305,1206,19,6734,103
三重,666,17127,73,4,586,7
滋賀,708,14966,83,0,616,9
京都,2395,59309,216,3,2144,35
大阪,16374,284006,2164,76,13923,268
兵庫,4223,80976,513,21,3634,76
奈良,929,29282,177,4,741,11
和歌山,361,11829,60,4,291,4
鳥取,53,6177,11,0,42,0
島根,142,6498,1,0,141,0
岡山,445,17220,109,3,310,11
広島,724,31336,45,0,670,6
山口,303,13795,76,2,225,2
徳島,175,7697,8,2,160,9
香川,125,15605,17,0,106,2
愛媛,153,4880,36,0,111,6
高知,144,3698,0,0,140,4
福岡,5442,185859,119,3,5217,106
佐賀,290,8483,16,0,275,1
長崎,253,25328,6,0,243,3
熊本,940,22574,71,1,839,11
大分,196,24179,35,0,158,3
宮崎,388,8869,16,0,372,1
鹿児島,576,25386,33,0,527,13
沖縄,3887,65911,355,2,3469,68
(その他),149,-,0,-,149,-
合計,123867,2869807,14708,291,107148,1942
