都道府県名,陽性者数 検査人数,,%
北海道,6113,116432,5.3%
青森,280,6294,4.4%
,97,7190,1.3%
宮城,1046,17017,6.1%
秋田,74,3155,2.3%
山形,105,7126,1.5%
福島,458,36590,1.3%
茨城,1099,15414,7.1%
栃木,542,49054,1.1%
群馬,994,33732,2.9%
埼玉,7230,214783,3.4%
千葉,6109,152376,4.0%
東京,36256,694770,5.2%
神奈川,10780,232100,4.6%
新潟,274,20479,1.3%
富山,435,15977,2.7%
石川,831,20270,4.1%
福井,295,13040,2.3%
山梨,292,12762,2.3%
長野,545,27444,2.0%
岐阜,875,30679,2.9%
静岡,1053,50828,2.1%
,8043,121305,6.6%
三重,666,17127,3.9%
滋賀,708,14966,4.7%
京都,2395,59309,4.0%
大阪,16374,284006,5.8%
,4223,80976,5.2%
奈良,929,29282,3.2%
和歌山,361,11829,3.1%
鳥取,53,6177,0.9%
島根,142,6498,2.2%
岡山,445,17220,2.6%
広島,724,31336,2.3%
山口,303,13795,2.2%
徳島,175,7697,2.3%
香川,125,15605,0.8%
愛媛,153,4880,3.1%
高知,144,3698,3.9%
,5442,185859,2.9%
佐賀,290,8483,3.4%
長崎,253,25328,1.0%
熊本,940,22574,4.2%
大分,196,24179,0.8%
宮崎,388,8869,4.4%
鹿児島,576,25386,2.3%
沖縄,3887,65911,5.9%
長崎船,149,0,-
合計,123867,2869807,4.3%
