都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,1541,33382,126,3,1312,103
青 森,32,1549,2,0,29,1
岩手,7,1907,6,0,1,0
宮城,182,6752,24,0,157,1
秋  田,35,1201,19,0,16,0
山形,76,2975,1,0,75,1
福島,96,10978,9,0,87,0
茨城,397,8181,100,1,287,10
栃木,246,16441,49,2,178,0
群馬,226,9239,91,0,161,19
埼玉,2878,78927,609,6,2190,79
千葉,2164,32778,611,6,1499,54
東京,15867,221676,3756,23,11778,333
神奈川,3187,42717,517,14,2573,101
新潟,128,7460,20,0,107,0
富山,285,5841,48,1,215,22
石川,364,3521,48,2,288,28
福井,154,5557,18,1,128,8
山梨,124,7778,31,0,92,1
長野,131,9389,34,0,97,-
岐阜,465,13419,149,2,309,7
静岡,345,16211,111,0,233,1
愛知,2675,29908,1782,8,1185,37
三重,229,6002,136,2,82,1
滋賀,291,5717,128,3,161,2
京都,923,20966,215,3,687,21
大阪,5769,90998,1751,38,3919,96
兵庫,1588,31663,310,9,1231,47
奈良,330,15767,93,1,235,2
和歌山,179,6927,26,4,148,3
鳥取,21,4041,16,0,5,0
島根,31,3071,0,0,31,0
岡山,111,3518,27,-,81,-
広島,406,14241,89,1,306,3
山口,76,4430,24,0,52,0
徳島,58,2848,40,0,10,1
香川,59,5464,13,1,46,0
愛媛,102,3243,11,1,86,5
高知,83,2391,3,0,77,3
福岡,2903,30475,1236,15,1630,37
佐賀,154,3398,95,0,80,0
長崎,166,9339,39,-,36,3
熊本,354,7832,148,1,126,5
大分,87,7915,23,1,63,1
宮崎,228,5940,123,3,105,0
鹿児島,277,12235,55,2,209,3
沖縄,1127,14462,871,7,253,7
(その他),149,-,0,-,149,-
合計,47306,880670,13633,161,32805,1046
