都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,1565,34080,142,3,1320,103
青 森,32,1580,2,0,29,1
岩手,7,1943,6,0,1,0
宮城,182,6821,23,1,158,1
秋  田,35,1415,19,0,16,0
山形,76,2983,1,0,75,1
福島,98,11156,10,0,88,0
茨城,406,8687,109,1,287,10
栃木,249,16771,45,3,180,0
群馬,238,9521,53,0,166,19
埼玉,2956,82420,575,7,2302,79
千葉,2224,33780,614,5,1555,55
東京,16252,234452,3696,22,12220,336
神奈川,3305,42717,525,10,2677,103
新潟,128,7533,14,0,113,0
富山,293,6132,50,0,221,22
石川,390,3645,72,2,290,28
福井,154,5611,18,2,128,8
山梨,132,8237,31,0,100,1
⾧野,134,9824,34,0,100,-
岐阜,475,13702,125,3,343,7
静岡,376,17350,89,1,286,1
愛知,3239,34011,1852,10,1345,37
三重,249,6647,147,2,99,1
滋賀,302,6044,125,3,175,2
京都,991,22576,194,4,776,21
大阪,5994,93689,1638,49,4256,97
兵庫,1662,32588,288,9,1327,47
奈良,339,15767,99,1,238,2
和歌山,184,7034,18,4,160,4
鳥取,21,4172,16,0,5,0
島根,126,3416,94,0,32,0
岡山,115,3549,27,-,84,-
広島,415,15001,87,1,321,3
山口,78,4706,25,0,53,0
徳島,61,3201,38,0,13,1
香川,60,5870,13,1,47,0
愛媛,107,3279,15,1,87,5
高知,83,2397,3,0,77,3
福岡,3084,31817,1312,16,1734,38
佐賀,162,3521,79,0,97,0
⾧崎,170,9649,37,-,36,3
熊本,361,8234,138,2,146,5
大分,93,8036,29,0,63,1
宮崎,241,6425,117,0,124,0
鹿児島,277,12339,37,2,229,3
沖縄,1242,15721,929,12,307,10
(その他),149,-,0,-,149,-
合計,49512,920049,13610,177,34635,1058
