都道府県名,陽性者数 検査人数,,%
北海道,1565,34080,4.6%
青森,32,1580,2.0%
岩手,7,1943,0.4%
宮城,182,6821,2.7%
秋田,35,1415,2.5%
山形,76,2983,2.5%
福島,98,11156,0.9%
茨城,406,8687,4.7%
栃木,249,16771,1.5%
群馬,238,9521,2.5%
埼玉,2956,82420,3.6%
千葉,2224,33780,6.6%
東京,16252,234452,6.9%
神奈川,3305,42717,7.7%
新潟,128,7533,1.7%
富山,293,6132,4.8%
石川,390,3645,10.7%
福井,154,5611,2.7%
山梨,132,8237,1.6%
⾧野,134,9824,1.4%
岐阜,475,13702,3.5%
静岡,376,17350,2.2%
愛知,3239,34011,9.5%
三重,249,6647,3.7%
滋賀,302,6044,5.0%
京都,991,22576,4.4%
大阪,5994,93689,6.4%
兵庫,1662,32588,5.1%
奈良,339,15767,2.2%
和歌山,184,7034,2.6%
鳥取,21,4172,0.5%
島根,126,3416,3.7%
岡山,115,3549,3.2%
広島,415,15001,2.8%
山口,78,4706,1.7%
徳島,61,3201,1.9%
香川,60,5870,1.0%
愛媛,107,3279,3.3%
高知,83,2397,3.5%
福岡,3084,31817,9.7%
佐賀,162,3521,4.6%
⾧崎,170,9649,1.8%
熊本,361,8234,4.4%
大分,93,8036,1.2%
宮崎,241,6425,3.8%
鹿児島,277,12339,2.2%
沖縄,1242,15721,7.9%
⾧崎船,149,0,-
合計,49512,920049,5.4%
