都道府県名,陽性者数 検査人数,,%
北海道,1975,53428,3.7%
青森,35,2282,1.5%
岩手,23,3860,0.6%
宮城,369,9794,3.8%
秋田,53,1964,2.7%
山形,78,5038,1.5%
福島,226,18477,1.2%
茨城,629,12026,5.2%
栃木,402,27987,1.4%
群馬,683,19079,3.6%
埼玉,4462,131459,3.4%
千葉,3669,75232,4.9%
東京,24394,411359,5.9%
神奈川,6441,138519,4.6%
新潟,165,14620,1.1%
富山,410,11364,3.6%
石川,760,11863,6.4%
福井,244,9514,2.6%
山梨,180,10263,1.8%
長野,303,17873,1.7%
岐阜,600,21255,2.8%
静岡,517,31367,1.6%
愛知,5122,69521,7.4%
三重,475,11898,4.0%
滋賀,479,11256,4.3%
京都,1659,38110,4.4%
大阪,10166,171268,5.9%
兵庫,2602,53104,4.9%
奈良,556,19076,2.9%
和歌山,237,9039,2.6%
鳥取,36,5355,0.7%
島根,137,5313,2.6%
岡山,148,7861,1.9%
広島,479,19573,2.4%
山口,195,8960,2.2%
徳島,147,6786,2.2%
香川,93,10106,0.9%
愛媛,114,3973,2.9%
高知,137,3405,4.0%
福岡,5004,46615,10.7%
佐賀,244,5698,4.3%
長崎,236,17306,1.4%
熊本,571,16086,3.5%
大分,158,15655,1.0%
宮崎,344,8455,4.1%
鹿児島,377,17562,2.1%
沖縄,2364,36499,6.5%
長崎船,149,0,-
合計,78847,1657103,4.8%
