都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,20680,437269,700,12,19209,742
青森,929,24217,57,1,852,20
岩手,601,42437,34,0,537,30
宮城,5284,84886,1155,3,4102,27
秋田,281,7420,12,0,263,6
山形,786,32763,215,0,555,16
福島,2415,141389,280,11,2025,110
茨城,6567,26008,328,1,6113,126
栃木,4504,169004,149,2,4285,70
群馬,4913,110174,171,2,4643,99
埼玉,32229,631539,1329,40,30206,694
千葉,29149,468718,1049,21,27545,555
東京,119231,1726969,3074,45,114468,1689
神奈川,47579,680128,907,20,45896,776
新潟,1364,79231,166,1,1181,17
富山,930,40917,18,1,884,28
石川,1900,59084,17,0,1817,64
福井,568,34904,22,0,521,25
山梨,956,30877,1,0,937,18
長野,2651,112377,153,0,2468,41
岐阜,4891,155190,102,2,4666,123
静岡,5593,237667,225,2,5253,115
愛知,26961,451860,541,9,25847,573
三重,2685,76136,89,3,2608,68
滋賀,2725,84485,85,3,2586,54
京都,9337,172896,147,2,9027,168
大阪,50248,997089,1854,63,46816,1173
兵庫,19230,287626,793,57,17854,583
奈良,3590,93746,136,5,3403,51
和歌山,1239,26024,56,2,1141,18
鳥取,211,46231,1,0,205,2
島根,286,17590,1,0,285,0
岡山,2642,78444,76,4,2524,35
広島,5101,176621,36,0,4953,106
山口,1403,66920,14,0,1346,43
徳島,504,30814,40,2,442,18
香川,780,49799,18,1,747,18
愛媛,1232,37933,160,0,1048,24
高知,914,7428,10,3,885,19
福岡,18853,498911,387,8,18137,329
佐賀,1164,31405,26,1,1146,12
長崎,1625,75314,13,0,1576,38
熊本,3495,57733,21,1,3398,74
大分,1304,90506,9,0,1273,22
宮崎,1953,24807,0,0,1924,22
鹿児島,1790,71820,17,0,1761,28
沖縄,9077,161176,545,3,8411,127
(その他),149,-,0,-,149,-
合計,462499,9046482,15239,331,437918,8996
