都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,13778,243136,1692,21,11598,476
青森,516,10327,98,2,410,8
岩手,394,14508,56,4,314,24
宮城,2252,25035,405,5,1831,16
秋田,149,4848,32,0,116,1
山形,402,10378,72,5,321,9
福島,1008,59334,227,9,759,22
茨城,2592,18978,331,6,2223,38
栃木,1731,74290,632,9,1099,6
群馬,2449,54390,351,10,2015,46
埼玉,15180,326926,3235,68,11726,219
千葉,11877,234043,2631,20,9122,124
東京,63474,1019583,10804,108,52036,634
神奈川,22892,358543,3447,79,19160,285
新潟,572,28706,122,1,450,3
富山,577,22384,55,2,496,26
石川,1119,30248,146,8,935,51
福井,360,19666,16,0,331,12
山梨,588,14618,74,2,503,11
長野,1260,52092,179,3,1077,16
岐阜,2494,66276,562,12,1893,39
静岡,2812,99712,529,5,2242,41
愛知,17090,199918,2478,38,14385,227
三重,1339,30675,170,6,1149,20
滋賀,1297,39017,281,8,1003,13
京都,4989,96126,1175,20,3799,57
大阪,31058,475433,3976,171,26470,612
兵庫,10333,144137,1105,51,8999,229
奈良,2130,51105,345,11,1760,25
和歌山,661,16728,71,3,572,7
鳥取,127,25067,53,2,72,0
島根,214,9344,25,1,189,0
岡山,1473,31723,384,8,762,13
広島,3538,75233,714,13,2421,43
山口,609,29766,122,3,480,3
徳島,201,15440,8,0,184,9
香川,315,24652,83,1,229,3
愛媛,493,13805,90,3,390,13
高知,689,6021,89,5,591,9
福岡,9477,270382,1722,17,7633,122
佐賀,500,15346,70,1,432,3
長崎,703,40578,233,9,444,5
熊本,1981,37649,200,10,1580,22
大分,730,43508,127,4,597,6
宮崎,878,13419,186,2,692,9
鹿児島,1060,40734,146,2,914,14
沖縄,5487,91439,356,3,5053,83
(その他),149,-,0,-,149,-
合計,245997,4625266,39905,771,201606,3654
