都道府県名,陽性者数 検査人数,,%
北海道,13778,243136,5.7%
青森,516,10327,5.0%
岩手,394,14508,2.7%
宮城,2252,25035,9.0%
秋田,149,4848,3.1%
山形,402,10378,3.9%
福島,1008,59334,1.7%
茨城,2592,18978,13.7%
栃木,1731,74290,2.3%
群馬,2449,54390,4.5%
埼玉,15180,326926,4.6%
千葉,11877,234043,5.1%
東京,63474,1019583,6.2%
神奈川,22892,358543,6.4%
新潟,572,28706,2.0%
富山,577,22384,2.6%
石川,1119,30248,3.7%
福井,360,19666,1.8%
山梨,588,14618,4.0%
長野,1260,52092,2.4%
岐阜,2494,66276,3.8%
静岡,2812,99712,2.8%
愛知,17090,199918,8.5%
三重,1339,30675,4.4%
滋賀,1297,39017,3.3%
京都,4989,96126,5.2%
大阪,31058,475433,6.5%
兵庫,10333,144137,7.2%
奈良,2130,51105,4.2%
和歌山,661,16728,4.0%
鳥取,127,25067,0.5%
島根,214,9344,2.3%
岡山,1473,31723,4.6%
広島,3538,75233,4.7%
山口,609,29766,2.0%
徳島,201,15440,1.3%
香川,315,24652,1.3%
愛媛,493,13805,3.6%
高知,689,6021,11.4%
福岡,9477,270382,3.5%
佐賀,500,15346,3.3%
長崎,703,40578,1.7%
熊本,1981,37649,5.3%
大分,730,43508,1.7%
宮崎,878,13419,6.5%
鹿児島,1060,40734,2.6%
沖縄,5487,91439,6.0%
長崎船,149,0,-
合計,245997,4625266,5.3%
