都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,22842,504036,1076,25,20894,821
青森,1408,30897,216,0,1172,20
岩手,802,53589,42,1,729,31
宮城,7808,113960,838,19,6895,54
秋田,399,9437,64,1,326,9
山形,1390,44638,192,5,1168,30
福島,3094,176193,303,10,2671,120
茨城,7666,28796,499,10,7037,130
栃木,5150,192484,190,4,4890,70
群馬,5602,131474,307,4,5193,102
埼玉,36237,724184,1959,33,33543,735
千葉,32072,531072,1192,11,30267,613
東京,132903,1944560,5597,48,125442,1864
神奈川,51748,774760,1745,28,49200,803
新潟,2064,100067,330,2,1716,18
富山,1202,48375,141,3,1032,29
石川,2279,67739,238,9,1971,68
福井,817,43773,168,1,618,31
山梨,1102,35312,63,1,1020,19
長野,3635,140370,391,4,3215,54
岐阜,5492,179305,316,4,5047,129
静岡,6227,280654,261,3,5845,121
愛知,30818,527141,2402,15,27801,615
三重,3351,86936,418,16,2945,75
滋賀,3364,98992,391,5,2912,61
京都,11281,202076,1094,9,10044,179
大阪,72250,1297933,15317,328,54970,1309
兵庫,27018,351769,3990,87,22390,638
奈良,5486,117790,979,22,4442,65
和歌山,1943,30171,384,54,1508,20
鳥取,351,58639,81,0,262,2
島根,320,19437,19,0,301,0
岡山,3385,89012,246,4,2742,35
広島,5531,223467,193,3,5209,108
山口,1640,77872,184,0,1413,43
徳島,1034,39798,346,7,659,29
香川,1124,58870,143,3,966,20
愛媛,2080,54073,370,7,1681,29
高知,975,7663,24,0,932,19
福岡,20753,566531,1287,14,19121,345
佐賀,1452,36180,179,0,1280,13
長崎,1852,87425,188,1,1624,40
熊本,3767,61319,203,5,3487,77
大分,1457,104118,105,1,1328,24
宮崎,2080,28287,56,0,1995,22
鹿児島,1992,79584,75,0,1910,28
沖縄,11867,183885,1313,9,10430,130
(その他),149,-,0,-,149,-
合計,549259,10644643,46115,816,492392,9797
