都道府県名,陽性者数 検査人数,,%
北海道,1892,50527,3.7%
青森,35,2247,1.6%
岩手,23,3759,0.6%
宮城,331,9138,3.6%
秋田,51,1892,2.7%
山形,78,5011,1.6%
福島,217,17695,1.2%
茨城,618,11944,5.2%
栃木,369,26252,1.4%
群馬,591,18160,3.3%
埼玉,4349,128883,3.4%
千葉,3483,70565,4.9%
東京,23437,397811,5.9%
神奈川,6112,134316,4.6%
新潟,153,14164,1.1%
富山,408,11180,3.6%
石川,736,11213,6.6%
福井,244,9320,2.6%
山梨,179,10186,1.8%
長野,299,17601,1.7%
岐阜,596,20648,2.9%
静岡,509,30701,1.7%
愛知,4941,64981,7.6%
三重,464,11392,4.1%
滋賀,474,10783,4.4%
京都,1641,37313,4.4%
大阪,9803,163589,6.0%
兵庫,2502,50737,4.9%
奈良,550,18813,2.9%
和歌山,236,8950,2.6%
鳥取,34,4805,0.7%
島根,137,5246,2.6%
岡山,147,7511,2.0%
広島,474,19137,2.5%
山口,194,8534,2.3%
徳島,147,6690,2.2%
香川,92,9801,0.9%
愛媛,114,3955,2.9%
高知,137,3335,4.1%
福岡,4959,45127,11.0%
佐賀,244,5588,4.4%
長崎,236,16811,1.4%
熊本,570,13039,4.4%
大分,158,14944,1.1%
宮崎,344,8416,4.1%
鹿児島,373,17421,2.1%
沖縄,2305,34207,6.7%
長崎船,149,0,-
合計,76135,1594338,4.8%
