都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,1892,50527,62,2,1724,106
青 森,35,2247,2,0,32,1
岩手,23,3759,1,0,22,0
宮城,331,9138,82,0,247,2
秋  田,51,1892,1,0,50,0
山形,78,5011,2,1,76,1
福島,217,17695,45,2,172,0
茨城,618,11944,49,5,553,16
栃木,369,26252,63,2,304,1
群馬,591,18160,95,1,453,19
埼玉,4349,128883,292,8,3960,97
千葉,3483,70565,296,6,3120,67
東京,23437,397811,2211,23,20837,389
神奈川,6112,134316,611,27,5371,130
新潟,153,14164,9,1,144,0
富山,408,11180,12,0,371,25
石川,736,11213,65,0,627,44
福井,244,9320,21,4,213,8
山梨,179,10186,9,2,165,5
長野,299,17601,16,0,288,1
岐阜,596,20648,35,1,551,10
静岡,509,30701,20,1,488,1
愛知,4941,64981,371,19,4493,77
三重,464,11392,81,1,378,5
滋賀,474,10783,28,0,439,7
京都,1641,37313,79,1,1537,25
大阪,9803,163589,812,28,8794,188
兵庫,2502,50737,126,10,2321,55
奈良,550,18813,19,1,522,9
和歌山,236,8950,4,0,225,4
鳥取,34,4805,12,0,22,0
島根,137,5246,0,0,137,0
岡山,147,7511,1,-,145,-
広島,474,19137,12,0,459,3
山口,194,8534,25,1,168,1
徳島,147,6690,33,1,102,9
香川,92,9801,11,0,79,2
愛媛,114,3955,1,0,107,6
高知,137,3335,7,0,126,4
福岡,4959,45127,318,10,4557,84
佐賀,244,5588,1,0,243,0
長崎,236,16811,8,0,226,3
熊本,570,13039,36,0,523,8
大分,158,14944,7,0,149,2
宮崎,344,8416,6,0,338,1
鹿児島,373,17421,7,1,372,11
沖縄,2305,34207,170,8,2094,45
(その他),149,-,0,-,149,-
合計,76135,1594338,6174,167,68473,1472
