都道府県名,陽性者数 検査人数,,%
北海道,40390,731750,5.5%
青森,2447,47732,5.1%
岩手,1580,79746,2.0%
宮城,9023,150890,6.0%
秋田,762,14046,5.4%
山形,2007,61862,3.2%
福島,4701,261499,1.8%
茨城,10111,32980,30.7%
栃木,6663,274337,2.4%
群馬,7976,182168,4.4%
埼玉,44975,917669,4.9%
千葉,38299,641726,6.0%
東京,166065,2381420,7.0%
神奈川,64025,972090,6.6%
新潟,3357,154556,2.2%
富山,1954,68443,2.9%
石川,3869,110969,3.5%
福井,1062,61201,1.7%
山梨,1777,47764,3.7%
長野,4930,189515,2.6%
岐阜,9257,254848,3.6%
静岡,8823,372339,2.4%
愛知,49593,763178,6.5%
三重,5127,134562,3.8%
滋賀,5398,139747,3.9%
京都,16325,268127,6.1%
大阪,101678,1960110,5.2%
兵庫,40452,481717,8.4%
奈良,8068,158592,5.1%
和歌山,2651,41052,6.5%
鳥取,466,79256,0.6%
島根,549,28600,1.9%
岡山,7544,153838,4.9%
広島,11166,523290,2.1%
山口,3065,113166,2.7%
徳島,1641,61260,2.7%
香川,2063,81398,2.5%
愛媛,2736,91487,3.0%
高知,1652,10530,15.7%
福岡,34937,786833,4.4%
佐賀,2538,52950,4.8%
長崎,3051,117671,2.6%
熊本,6393,80282,8.0%
大分,3467,157369,2.2%
宮崎,3056,43591,7.0%
鹿児島,3569,107325,3.3%
沖縄,19404,232351,8.4%
長崎船,149,0,-
合計,770791,14677832,5.3%
