都道府県名,陽性者数 検査人数,,%
北海道,41294,775042,5.3%
青森,2490,50446,4.9%
岩手,1670,84243,2.0%
宮城,9120,156448,5.8%
秋田,862,15299,5.6%
山形,2020,65627,3.1%
福島,4868,278371,1.7%
茨城,10517,33256,31.6%
栃木,6996,284683,2.5%
群馬,8032,193138,4.2%
埼玉,46329,963824,4.8%
千葉,40147,681888,5.9%
東京,173220,2508865,6.9%
神奈川,67182,1033536,6.5%
新潟,3398,170581,2.0%
富山,2040,73423,2.8%
石川,3930,121895,3.2%
福井,1271,68713,1.8%
山梨,2093,54750,3.8%
長野,5031,206319,2.4%
岐阜,9439,269035,3.5%
静岡,9278,402049,2.3%
愛知,50922,824829,6.2%
三重,5253,142045,3.7%
滋賀,5551,150626,3.7%
京都,16574,281581,5.9%
大阪,103275,2138841,4.8%
兵庫,40867,505587,8.1%
奈良,8318,168559,4.9%
和歌山,2680,41777,6.4%
鳥取,470,82819,0.6%
島根,553,29812,1.9%
岡山,7588,162012,4.7%
広島,11494,548898,2.1%
山口,3133,119622,2.6%
徳島,1656,64645,2.6%
香川,2095,85319,2.5%
愛媛,2754,95450,2.9%
高知,1820,11392,16.0%
福岡,35482,827716,4.3%
佐賀,2555,56642,4.5%
長崎,3178,124230,2.6%
熊本,6478,81928,7.9%
大分,3491,167489,2.1%
宮崎,3076,44176,7.0%
鹿児島,3671,110866,3.3%
沖縄,20716,249853,8.3%
長崎船,149,0,-
合計,795026,15608145,5.1%
