都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,12876,227301,1579,24,10851,427
青森,422,9115,38,1,377,7
岩手,363,13594,63,3,278,22
宮城,1983,23979,418,5,1552,13
秋田,123,4020,29,0,93,1
山形,361,9985,93,6,264,4
福島,865,54539,225,5,623,17
茨城,2280,18432,225,7,2020,35
栃木,1207,69676,291,12,916,6
群馬,2134,50358,343,9,1756,35
埼玉,13029,302513,2707,46,10129,193
千葉,10113,219395,1804,21,8195,114
東京,55851,962086,7123,81,48121,607
神奈川,19173,334987,2423,61,16492,258
新潟,503,27142,98,0,405,3
富山,538,21295,55,1,457,26
石川,1022,28720,109,6,870,50
福井,345,18612,16,2,318,11
山梨,509,14417,45,3,453,11
長野,1105,45163,113,2,984,13
岐阜,1978,62489,397,7,1552,29
静岡,2539,88334,461,5,2041,37
愛知,15183,191017,2276,42,12719,188
三重,1211,29023,136,4,1059,16
滋賀,1062,35847,178,2,873,11
京都,4105,87310,813,17,3282,45
大阪,28694,443170,3502,161,24656,536
兵庫,8989,131315,1079,45,7746,164
奈良,1843,46358,315,11,1507,21
和歌山,594,16235,26,5,550,7
鳥取,84,23151,17,0,65,0
島根,194,9344,18,1,176,0
岡山,1245,31723,384,8,762,13
広島,2815,65962,466,15,1524,18
山口,516,26760,93,2,416,3
徳島,195,14889,7,0,179,9
香川,273,22824,77,0,193,3
愛媛,407,12061,49,4,347,11
高知,618,5688,161,6,451,6
福岡,7995,255221,1190,12,6688,117
佐賀,443,14538,52,1,393,3
長崎,457,37590,168,2,298,3
熊本,1669,33475,151,3,1337,16
大分,617,40580,74,5,538,5
宮崎,695,12114,73,0,622,5
鹿児島,920,36020,89,1,831,13
沖縄,5169,86612,320,5,4774,80
(その他),149,-,0,-,149,-
合計,215461,4314979,30369,659,180882,3212
