都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,3372,85892,570,6,2690,112
青 森,256,5350,80,3,172,4
岩手,29,5410,4,0,25,0
宮城,788,14577,219,4,567,2
秋  田,64,2585,4,1,60,0
山形,86,6330,4,0,81,1
福島,401,29997,28,3,367,6
茨城,779,14025,38,0,723,18
栃木,493,44009,24,1,469,1
群馬,910,29852,47,4,838,20
埼玉,5986,189663,408,8,5469,109
千葉,5149,128861,323,9,4745,81
東京,31624,607855,1754,35,29411,459
神奈川,8912,205488,541,26,8198,173
新潟,184,18006,4,0,180,0
富山,423,14656,1,0,396,26
石川,813,17770,18,0,746,49
福井,257,11164,1,1,245,11
山梨,218,11867,15,0,197,6
⾧野,350,23785,13,0,336,6
岐阜,700,27237,38,0,650,12
静岡,680,44121,82,0,596,2
愛知,6404,102238,579,11,5729,96
三重,574,15683,24,3,543,7
滋賀,563,14528,24,0,530,9
京都,2081,53884,98,2,1953,30
大阪,13191,242761,1002,37,11923,247
兵庫,3327,70081,178,16,3071,66
奈良,679,25178,54,0,615,10
和歌山,278,10513,6,2,263,4
鳥取,38,5784,2,0,36,0
島根,141,6281,0,0,141,0
岡山,309,11198,54,0,172,4
広島,663,28179,11,0,646,5
山口,215,11960,4,0,209,2
徳島,164,7520,0,0,155,9
香川,102,13732,3,0,97,2
愛媛,116,4406,0,0,110,6
高知,144,3651,1,0,139,4
福岡,5246,167340,73,4,5070,103
佐賀,266,7350,12,0,256,0
⾧崎,245,23010,0,0,241,3
熊本,824,19986,45,1,755,8
大分,159,21275,0,0,156,3
宮崎,371,8803,4,1,367,1
鹿児島,488,22896,20,0,463,13
沖縄,3408,59589,297,5,3053,63
(その他),149,-,0,-,149,-
合計,102619,2496326,6707,183,94003,1793
