都道府県名,陽性者数 検査人数,,%
北海道,3372,85892,3.9%
青森,256,5350,4.8%
,29,5410,0.5%
宮城,788,14577,5.4%
秋田,64,2585,2.5%
山形,86,6330,1.4%
福島,401,29997,1.3%
茨城,779,14025,5.6%
栃木,493,44009,1.1%
群馬,910,29852,3.0%
埼玉,5986,189663,3.2%
千葉,5149,128861,4.0%
東京,31624,607855,5.2%
神奈川,8912,205488,4.3%
新潟,184,18006,1.0%
富山,423,14656,2.9%
石川,813,17770,4.6%
福井,257,11164,2.3%
山梨,218,11867,1.8%
⾧野,350,23785,1.5%
岐阜,700,27237,2.6%
静岡,680,44121,1.5%
,6404,102238,6.3%
三重,574,15683,3.7%
滋賀,563,14528,3.9%
京都,2081,53884,3.9%
大阪,13191,242761,5.4%
,3327,70081,4.7%
奈良,679,25178,2.7%
和歌山,278,10513,2.6%
鳥取,38,5784,0.7%
島根,141,6281,2.2%
岡山,309,11198,2.8%
広島,663,28179,2.4%
山口,215,11960,1.8%
徳島,164,7520,2.2%
香川,102,13732,0.7%
愛媛,116,4406,2.6%
高知,144,3651,3.9%
,5246,167340,3.1%
佐賀,266,7350,3.6%
⾧崎,245,23010,1.1%
熊本,824,19986,4.1%
大分,159,21275,0.7%
宮崎,371,8803,4.2%
鹿児島,488,22896,2.1%
沖縄,3408,59589,5.7%
⾧崎船,149,0,-
合計,102619,2496326,4.1%
