都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,42456,821748,828,9,40179,1418
青森,2579,53829,40,0,2508,31
岩手,1859,91033,98,1,1714,47
宮城,9560,166356,293,3,9172,91
秋田,974,16725,49,1,905,20
山形,2084,69804,48,0,1989,47
福島,5198,298595,164,5,4873,161
茨城,11144,34345,367,4,10611,166
栃木,7420,318049,215,11,7122,83
群馬,8154,205098,76,0,7924,154
埼玉,49881,1029074,2622,32,46417,842
千葉,43808,743129,1955,18,41128,725
東京,189843,2684460,8881,60,178692,2270
神奈川,73525,1109327,3372,40,69177,976
新潟,3585,183383,117,1,3414,54
富山,2087,78248,37,2,2012,38
石川,4237,129941,249,1,3869,115
福井,1421,74131,57,0,1328,36
山梨,2187,65656,43,0,2123,21
長野,5092,217393,34,1,5037,94
岐阜,9568,283962,85,3,9296,187
静岡,9846,432619,335,5,9358,153
愛知,52113,884015,772,11,50345,996
三重,5473,152748,165,3,5334,113
滋賀,5699,162117,101,2,5508,90
京都,17098,298650,303,5,16517,249
大阪,106970,2333948,2528,110,100894,2708
兵庫,41818,535506,600,14,39907,1311
奈良,8614,179396,182,1,8300,132
和歌山,2748,42969,39,0,2601,49
鳥取,585,89555,85,0,476,2
島根,591,32936,28,0,561,2
岡山,7700,174589,39,1,7472,127
広島,11672,570271,96,4,11384,178
山口,3193,126574,32,1,3081,80
徳島,1705,68578,39,0,1603,63
香川,2132,90504,21,0,2085,31
愛媛,2796,100861,42,3,2679,75
高知,1960,60450,69,1,1862,29
福岡,36431,878022,633,9,35226,528
佐賀,2605,60501,27,0,2582,24
長崎,3282,131480,63,0,3152,69
熊本,6533,82923,47,2,6366,120
大分,3530,178180,31,0,3435,64
宮崎,3127,44978,19,0,3070,27
鹿児島,3778,115077,53,0,3723,39
沖縄,21847,269007,633,42,20987,220
(その他),149,-,0,-,149,-
合計,840657,16770740,26612,406,798147,15055
