都道府県名,陽性者数 検査人数,,%
北海道,42456,821748,5.2%
青森,2579,53829,4.8%
岩手,1859,91033,2.0%
宮城,9560,166356,5.7%
秋田,974,16725,5.8%
山形,2084,69804,3.0%
福島,5198,298595,1.7%
茨城,11144,34345,32.4%
栃木,7420,318049,2.3%
群馬,8154,205098,4.0%
埼玉,49881,1029074,4.8%
千葉,43808,743129,5.9%
東京,189843,2684460,7.1%
神奈川,73525,1109327,6.6%
新潟,3585,183383,2.0%
富山,2087,78248,2.7%
石川,4237,129941,3.3%
福井,1421,74131,1.9%
山梨,2187,65656,3.3%
長野,5092,217393,2.3%
岐阜,9568,283962,3.4%
静岡,9846,432619,2.3%
愛知,52113,884015,5.9%
三重,5473,152748,3.6%
滋賀,5699,162117,3.5%
京都,17098,298650,5.7%
大阪,106970,2333948,4.6%
兵庫,41818,535506,7.8%
奈良,8614,179396,4.8%
和歌山,2748,42969,6.4%
鳥取,585,89555,0.7%
島根,591,32936,1.8%
岡山,7700,174589,4.4%
広島,11672,570271,2.0%
山口,3193,126574,2.5%
徳島,1705,68578,2.5%
香川,2132,90504,2.4%
愛媛,2796,100861,2.8%
高知,1960,60450,3.2%
福岡,36431,878022,4.1%
佐賀,2605,60501,4.3%
長崎,3282,131480,2.5%
熊本,6533,82923,7.9%
大分,3530,178180,2.0%
宮崎,3127,44978,7.0%
鹿児島,3778,115077,3.3%
沖縄,21847,269007,8.1%
長崎船,149,0,-
合計,840657,16770740,5.0%
