都道府県名,陽性者数 検査人数,,%
北海道,20862,442490,4.7%
青森,944,24574,3.8%
岩手,609,43225,1.4%
宮城,5654,87357,6.5%
秋田,283,7572,3.7%
山形,888,34310,2.6%
福島,2473,146130,1.7%
茨城,6674,26346,25.3%
栃木,4561,170669,2.7%
群馬,4963,111044,4.5%
埼玉,32569,650639,5.0%
千葉,29447,472210,6.2%
東京,120208,1743354,6.9%
神奈川,47838,686151,7.0%
新潟,1400,80512,1.7%
富山,933,41148,2.3%
石川,1901,59387,3.2%
福井,573,35097,1.6%
山梨,962,30877,3.1%
長野,2731,114683,2.4%
岐阜,4926,156251,3.2%
静岡,5658,241982,2.3%
愛知,27169,457264,5.9%
三重,2717,76136,3.6%
滋賀,2740,85893,3.2%
京都,9415,174407,5.4%
大阪,51170,1028023,5.0%
兵庫,19603,291766,6.7%
奈良,3678,94777,3.9%
和歌山,1257,26382,4.8%
鳥取,213,46740,0.5%
島根,286,17590,1.6%
岡山,2649,78444,3.4%
広島,5124,178091,2.9%
山口,1409,66920,2.1%
徳島,526,31645,1.7%
香川,795,50326,1.6%
愛媛,1302,38564,3.4%
高知,914,7434,12.3%
福岡,18942,503318,3.8%
佐賀,1183,31591,3.7%
長崎,1628,76327,2.1%
熊本,3498,57975,6.0%
大分,1307,91008,1.4%
宮崎,1954,24808,7.9%
鹿児島,1817,72635,2.5%
沖縄,9284,163067,5.7%
長崎船,149,0,-
合計,467786,9177139,5.1%
