都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,18717,364021,721,12,17351,650
青森,812,17021,60,1,733,19
岩手,549,23571,30,1,489,30
宮城,3530,65664,83,5,3424,23
秋田,269,6949,8,0,255,6
山形,537,17055,19,0,503,15
福島,1867,103670,105,5,1696,66
茨城,5498,24712,347,13,5049,102
栃木,4012,119546,179,8,3772,61
群馬,4354,88125,213,6,4058,83
埼玉,28450,525732,1911,38,26037,502
千葉,25291,384075,2087,26,22819,385
東京,109135,1474444,4247,84,103667,1221
神奈川,43854,565643,1279,39,41942,633
新潟,1028,41618,81,1,933,14
富山,897,34876,21,3,849,27
石川,1760,47747,220,3,1529,61
福井,542,30269,21,0,496,25
山梨,934,24827,20,2,899,16
長野,2354,94428,28,0,2317,41
岐阜,4652,126785,211,9,4341,100
静岡,4963,176824,223,1,4648,92
愛知,25442,371954,1023,33,23921,498
三重,2454,60178,168,10,2238,48
滋賀,2361,66582,125,5,2194,42
京都,8975,149842,437,2,8408,149
大阪,46427,747958,1477,107,43434,1084
兵庫,17706,235126,661,54,16543,502
奈良,3326,78866,145,4,3137,44
和歌山,1158,24142,35,2,1082,17
鳥取,207,38945,2,0,200,2
島根,281,14340,4,0,277,0
岡山,2461,60138,89,3,2340,29
広島,4992,149155,102,7,4781,99
山口,1366,55951,101,1,1230,35
徳島,446,25280,53,1,377,16
香川,731,42942,35,1,678,18
愛媛,1044,31147,37,1,984,23
高知,884,7089,17,1,850,17
福岡,17656,424382,1066,23,16338,252
佐賀,996,26541,16,0,994,7
長崎,1590,64938,49,1,1508,36
熊本,3432,56279,69,7,3290,72
大分,1280,75808,61,0,1199,20
宮崎,1943,24614,50,0,1865,21
鹿児島,1743,64980,87,4,1655,24
沖縄,8047,140309,313,2,7635,104
(その他),149,-,0,-,149,-
合計,421102,7395088,18336,526,395114,7331
